"","fish","agei","A1","A2","A3","A4","A6"
"394",97,3,224.851321671044,225.93323932197,225.496149431458,223.094452196168,221.544837174008
"395",97,4,221.950311594115,222.809916754265,222.64637361454,220.635061480777,220.363224782672
"396",97,5,220.345497509006,220.873456762288,220.911727465112,219.581036888466,219.122531771769
"397",97,6,218,218,218,218,218
"398",98,1,195.626223516881,198.866615536222,193.668643987309,194.217060544577,192.584667495921
"399",98,2,187.573428007353,189.555690234989,187.122166287568,187.719803596327,186.992369812864
"400",98,3,184,184,184,184,184
"401",99,1,165.207804685256,165.148436916878,165.657651876539,164.571729759212,164.860571052597
"402",99,2,159,159,159,159,159
"403",100,1,214.997760581075,220.410064479017,218.907832716525,213.466698398946,216.055496492678
"404",100,2,209.148768319591,212.799825059119,211.424037907572,209.072916769444,209.627013600678
"405",100,3,205.791013502814,207.707679564923,206.822889987992,205.643623790319,205.214241446
"406",100,4,203.57056273688,204.462136282908,204.106549649928,203.982560003556,203.525402720136
"407",100,5,202.433258686036,202.783406999107,202.720661722344,202.482244325189,202.272393342881
"408",100,6,202,202,202,202,202
"409",101,1,233.355416941543,237.677575847944,235.522979748885,231.776375873624,234.345122553088
"410",101,2,223.540253166182,226.333088656216,225.29559724937,223.006494905856,222.359463825151
"411",101,3,217.651154900965,219.258032128041,218.196590573236,217.238385276049,217.661567439327
"412",101,4,215.212235417391,216.147446930309,216.271436220386,215.060629599489,215.312619246415
"413",101,5,213.07074513913,213.40281293231,213.383704691111,213.059448707516,213.08412993519
"414",101,6,212,212,212,212,212
"415",102,1,221.384593739503,222.131848234546,221.177285315412,216.290883014626,219.354492603816
"416",102,2,213.506287342111,214.198307776937,211.721548124009,211.254263630651,212.689906752044
"417",102,3,207.454834602086,207.931960603899,207.563302250681,206.881813835771,206.993679528308
"418",102,4,205,205,205,205,205
"419",103,1,202.733484136931,201.937314841318,202.182593196539,198.992592253658,200.413423191634
"420",103,2,194.506500558749,194.274497017415,194.026007193706,193.384852140422,193.129156722609
"421",103,3,190,190,190,190,190
"422",104,1,227.949110427445,222.188757948329,226.88334992738,224.381207462257,218.831977937501
"423",104,2,218.499531803919,214.867358846991,217.761239347077,216.418120501438,212.838650043147
"424",104,3,213.774742492155,211.518811971186,213.113030134183,212.493456213605,210.474309681155
"425",104,4,210.566552218736,209.7026509538,210.672720297414,209.990771740205,209.264647170368
"426",104,5,208.991622448148,208.34053019076,209.103949688062,208.853187888659,208.494861936231
"427",104,6,208,208,208,208,208
"428",105,1,224.581214894005,221.36782415287,224.975420566587,220.777579281951,221.208268268821
"429",105,2,212.733921834277,211.016962698133,213.385406832976,210.972356877378,211.981523933197
"430",105,3,208.142387203473,206.731928655043,208.272165479913,206.515437602572,207.056819901299
"431",105,4,204.457822376284,203.78248963837,204.465641361521,203.841286037689,203.660472293094
"432",105,5,202.473825930875,202.112995855348,202.363531027484,202.058518327766,201.962298488991
"433",105,6,201,201,201,201,201
"434",106,1,216.620699168339,217.788262465105,216.292807681603,211.214218345207,213.090312596529
"435",106,2,209.287063611308,208.082548227466,208.610375116651,205.897953327795,206.552226886847
"436",106,3,204.481121035386,204.304072931962,204.037498589894,202.652066419754,203.004218485984
"437",106,4,202.723930958607,202.601805627488,202.358005756431,201.693656092909,201.790853780956
"438",106,5,201,201,201,201,201
"439",107,1,177.572247753951,176.686688350176,177.205653491014,175.810634769159,177.28838250681
"440",107,2,170.494217478001,169.870129881534,170.222837944531,169.290765039981,169.933091504134
"441",107,3,167,167,167,167,167
"442",108,1,206.606742093752,209.839490987975,208.700736381152,205.08017186726,205.165472789852
"443",108,2,199.327535361795,201.273235657744,200.813844964987,198.970544389051,198.770225464209
"444",108,3,195.846175620424,196.586039344976,195.931483612122,195.449742113473,195.415341621249
"445",108,4,194,194,194,194,194
"446",109,1,219.659106104056,222.877681060255,220.850247505727,218.222358798553,210.52952551536
"447",109,2,212.562455987473,213.320595452291,212.466107570344,210.994028857701,206.397208806055
"448",109,3,208.271458242562,208.314502990976,207.626939553948,206.910850112487,203.801266257902
"449",109,4,205.795882620498,205.185695202655,204.757200381435,204.648548375274,203.059568387001
"450",109,5,204.035473289253,203.592847601327,203.575543075106,203.544986552243,202.476805774151
"451",109,6,202,202,202,202,202
"452",110,1,222.431482002329,223.014167432712,222.105239801968,219.34792753112,219.068680011004
"453",110,2,213.819865621182,214.823161309746,213.905896195579,212.684120447738,210.838151462008
"454",110,3,208.979349223936,209.795578241167,209.019985964374,208.553661511757,207.247652430568
"455",110,4,206.165095504607,206.180237607582,205.48191303833,205.800022221103,204.540968545327
"456",110,5,203.96997760353,203.299263040195,203.68479663145,203.156528502075,202.773338252926
"457",110,6,202,202,202,202,202
"458",111,1,187.085377051829,190.142374642382,189.61229601237,186.684377609072,188.086854125845
"459",111,2,181.893733022212,183.112578796792,182.80170889963,181.606626766609,181.654657291973
"460",111,3,178.624920114676,179.523941756736,179.224925739701,178.759289845602,178.730931458395
"461",111,4,178,178,178,178,178
"462",112,1,232.31738179126,228.450842763136,230.963833547004,225.08477201191,228.967588006246
"463",112,2,222.718155031911,221.268080429936,221.687407229894,219.38838419638,220.921102972356
"464",112,3,217.653532324524,217.329146247213,216.99048251237,216.117191193403,216.314781829767
"465",112,4,215.769021549683,215.070051642416,214.818154830515,214.425194812552,214.50723809027
"466",112,5,214.414529430266,214.027392594048,213.87876988701,213.579196622127,213.749235876933
"467",112,6,213.354492119417,213.39021206449,212.763250266598,212.733198431702,213.04954152616
"468",112,7,212,212,212,212,212
"469",113,1,219.23819383867,223.421760397358,222.194054542027,217.284651216494,217.324328230161
"470",113,2,213.214063146503,215.309364675701,214.512611493726,211.802151973607,210.740182510663
"471",113,3,207.411001470563,208.09834625645,208.569305193581,206.971038779381,205.679640759313
"472",113,4,203.652828194716,204.492837046825,204.308066714232,203.605544194639,202.68684725045
"473",113,5,201.884276064905,202.46473811641,202.401723183996,202.194207755876,201.70738755664
"474",113,6,201,201,201,201,201
"475",114,1,192.674127805815,193.331715814637,193.234958463617,190.959105196043,192.331154013403
"476",114,2,185.62423874337,185.694039516666,185.744986154539,185.116210502972,185.460195124106
"477",114,3,182,182,182,182,182
"478",115,1,191.210517657456,188.597283565599,189.850316503576,188.481554810554,188.808553010402
"479",115,2,184.421469839911,183.345038828206,183.918810148288,183.288140366582,183.134978229875
"480",115,3,180.709472472044,179.907205909186,180.20559072262,180.381734118121,180.105866270781
"481",115,4,179,179,179,179,179
"482",116,1,175.931600060612,176.9694136935,175.490988234037,174.134167919729,174.920243655419
"483",116,2,170.208229562329,170.777331143673,170.120942451806,169.235659724837,169.875162796952
"484",116,3,168,168,168,168,168
"485",117,1,159.759929030608,159.954781083325,159.375217154341,157.517787419964,159.1758306735
"486",117,2,153,153,153,153,153
"487",118,1,173.543300042598,172.767306959087,175.405029253068,171.443878500551,168.447478215639
"488",118,2,166.106117439935,165.561204935938,166.837527035122,165.528877317424,164.759954500437
"489",118,3,163,163,163,163,163
"490",119,1,212.759624613886,213.071679469677,215.278000926578,209.487901061147,209.716694039822
"491",119,2,204.131755813857,205.208194528976,206.00418573276,203.956689439113,203.617593032792
"492",119,3,200.496112986172,201.112629455694,200.925667888526,200.393312721072,200.03303366901
"493",119,4,198,198,198,198,198
"494",120,1,193.446027341695,191.752475282717,193.197566826086,192.491410770426,191.429852212186
"495",120,2,186.314604829576,185.088658874285,185.149487125106,186.015500296854,184.96043074702
"496",120,3,183,183,183,183,183
"497",121,1,185.917791391032,184.249712399698,185.990480392794,184.8111767229,185.305411552
"498",121,2,179.217396778311,178.88304218174,179.078444391883,179.08298045944,179.112359007445
"499",121,3,177,177,177,177,177
"500",122,1,218.878492978856,219.150503013404,218.346365295112,216.085626859527,216.326619049824
"501",122,2,210.827148057252,209.880161406686,208.590032080385,207.732653728203,208.299910544314
"502",122,3,204.608178186772,204.107014537832,204.820539701968,203.284966736199,203.207102389095
"503",122,4,201.498693251532,201.442485213746,201.328215880787,201.115363325465,201.048194584164
"504",122,5,199.943950783912,200.165731579288,200.219541651841,199.97632153483,199.608922714211
"505",122,6,199,199,199,199,199
"506",123,1,184.257787934293,184.934804799706,182.644523333769,179.956298597412,180.458133382279
"507",123,2,176.870298458678,177.708325105987,176.602652186511,175.864185057205,175.682753064397
"508",123,3,174,174,174,174,174
"509",124,1,188.123342243587,188.859405334689,186.883497610588,186.62542410584,184.512983751192
"510",124,2,182.359333980492,182.989456505128,181.937550292261,181.696610331074,180.577079901551
"511",124,3,178,178,178,178,178
"512",125,1,235.097732437546,236.586674838025,233.206724790066,228.029711932759,228.194021661445
"513",125,2,226.101661035376,227.491556005881,224.538159421547,221.522595272216,221.324693860485
"514",125,3,220.969673993869,221.973850581048,220.41311797032,218.412999699921,217.773600675243
"515",125,4,216.682955406258,217.547559416072,215.869594053027,215.533744540388,214.862868556193
"516",125,5,214.267902680843,214.515853138691,214.016314560447,214.036531857432,213.815004993334
"517",125,6,213,213,213,213,213
"518",126,1,160.821013302059,159.689648150996,160.443884665815,159.469348969459,159.710781424626
"519",126,2,155,155,155,155,155
"520",127,1,236.859236145069,235.954934000051,234.352027884339,230.234611221744,231.317201414863
"521",127,2,225.344455498514,224.560726972832,223.958484584147,222.422934331762,221.163753507283
"522",127,3,220.400937105752,220.280363486416,219.860458940071,219.066806482733,218.726926009464
"523",127,4,218.833480054388,219.014340483391,218.969583800055,217.96738529081,217.7986107722
"524",127,5,217.627743861031,217.567457051364,217.662966928031,217.041556918664,217.102374344252
"525",127,6,216,216,216,216,216
"526",128,1,187.739229164027,188.743857715146,188.672539145989,186.881203152284,184.6575181923
"527",128,2,181.760692449476,182.737064538042,182.259224338078,181.58113030334,180.313605612927
"528",128,3,178,178,178,178,178
"529",129,1,195.688130484297,195.656934304532,195.35426941189,193.357674155173,195.126240589063
"530",129,2,188.002855707493,188.63648943093,187.893104688616,187.126508808713,187.632822553156
"531",129,3,185,185,185,185,185
"532",130,1,193.125934699919,192.251782046258,191.356381375087,192.275338196876,191.832809258192
"533",130,2,185.991366708491,185.466786199218,185.545576100033,185.785650914639,184.880317863511
"534",130,3,182,182,182,182,182
"535",131,1,238.907676937022,238.959122017039,239.429909490421,237.276576551178,231.684273033602
"536",131,2,227.527855861402,228.563907392726,226.330348024941,227.19863522961,222.861867057768
"537",131,3,223.024611157681,223.212524716305,223.54978073274,222.491572815944,220.967122150207
"538",131,4,219.555895642653,219.829466702476,219.286244218032,219.65526597694,218.539480237394
"539",131,5,217.851965214218,217.861142039884,217.617903842711,217.603469540214,217.592107783613
"540",131,6,217,217,217,217,217
"541",132,1,191.017707368425,192.868450993348,193.087067210809,188.623312967202,191.19056880666
"542",132,2,185.32136396285,184.774068098303,185.445243726289,184.144616598971,183.968126836891
"543",132,3,181,181,181,181,181
"544",133,1,194.444895177192,196.559897338951,194.253591726919,193.534019852073,190.124842144943
"545",133,2,184.998869078388,186.585193154114,185.049750628543,184.936574902498,182.964502295567
"546",133,3,180.055611897149,180.977523637265,180.594699884117,180.100512118362,179.241125573892
"547",133,4,178,178,178,178,178
"548",134,1,239.314885837917,239.978009456772,239.926357132916,234.694366534497,237.569446999757
"549",134,2,229.951146276502,230.383468274024,230.048511772458,227.888840944306,228.555189343981
"550",134,3,224.296420437466,224.455630727995,224.743742967767,222.917848339297,223.291830846984
"551",134,4,221.134638247897,221.033374000391,221.755999617999,220.313995070006,221.113889399951
"552",134,5,220.161782189569,219.811139454818,220.231640766076,219.18960388554,219.843423555849
"553",134,6,219.128122627594,218.833351818359,219.438974163076,218.301926634645,219.238439820562
"554",134,7,218.155266569265,218.161122818294,218.402410143769,217.946855734287,218.39146259116
"555",134,8,217.608035036456,217.488893818229,217.731692248923,217.355070900358,217.665482108816
"556",134,9,217,217,217,217,217
"557",135,1,224.811984827801,223.24584592223,226.064945951683,223.968722803513,220.393258549432
"558",135,2,217.732862652649,216.792792141274,218.692398876712,217.203783479853,214.228997292371
"559",135,3,212.08098285152,211.754881733335,213.162988570484,211.960955504017,210.754595492937
"560",135,4,209.797395053084,209.660469541271,210.05269527323,209.987848201283,209.577781980225
"561",135,5,207.685076339531,207.84908602381,207.633578264255,207.676493932366,207.504348648305
"562",135,6,207,207,207,207,207
"563",136,1,203.660473494421,204.270111267015,203.013705476488,200.293773518184,203.724678133553
"564",136,2,196.3766959942,196.42729901763,195.854248710353,194.758105656764,195.83682935247
"565",136,3,192.515416355528,192.220227546105,192.176232987288,191.836081890645,191.97615402558
"566",136,4,190.367966716909,190.298478849236,190.107025829446,190.091967358965,190.165486891136
"567",136,5,189,189,189,189,189
"568",137,1,182.055300141017,181.859324351734,183.779288386363,179.72196861728,179.884737437181
"569",137,2,175.475334150121,175.656744712615,176.068348599306,174.935251228791,174.597861467742
"570",137,3,172,172,172,172,172
"571",138,1,204.401020588243,203.890863810884,202.380203422267,198.834944747464,195.9656603044
"572",138,2,195.183271421759,196.739199427398,194.840618568634,192.966016342588,191.633630451548
"573",138,3,191.70379281732,192.028305534878,190.852399177755,189.855985905816,189.538432247631
"574",138,4,189.251986304446,189.3444922196,188.853150024337,188.752426718574,188.468855542135
"575",138,5,188,188,188,188,188
"576",139,1,216.726168784699,213.367159339844,218.384094206587,213.75286607355,217.824870262392
"577",139,2,211.46565457855,209.640810019105,213.297429985367,210.008407524295,213.145105023846
"578",139,3,209.250701228592,207.858642952665,211.005636215367,208.380382068097,210.136684513352
"579",139,4,204.543925359932,204.456324007642,205.527690130976,204.093248366776,204.84409287452
"580",139,5,203.159579516209,203.376222755254,203.179998951951,202.790828001818,203.451305601143
"581",139,6,201.830607506234,201.864081001911,201.782563726342,201.814012728099,202.002806836831
"582",139,7,201,201,201,201,201
"583",140,1,218.91800083996,215.988563574786,217.171832578179,214.126624767327,214.712342833946
"584",140,2,210.10999480908,209.355630426207,208.631775785182,207.795403199862,207.452867215975
"585",140,3,205.630494599091,205.723701770824,205.319873085952,204.362618104459,204.011338034122
"586",140,4,202.526721045352,202.722697277629,202.279347029301,203.137394493364,202.021703975863
"587",140,5,201,201,201,201,201
"588",141,1,187.985238739445,189.854121739921,188.873569077624,185.122097921712,188.159396081586
"589",141,2,180.736339462252,181.352190164158,180.621306831213,180.746429917523,181.418564558259
"590",141,3,178,178,178,178,178
"591",142,1,206.002055613839,207.896888338425,206.678906266242,204.002994823268,201.742328949924
"592",142,2,199.108228941325,200.003220052744,199.301214763452,198.163449397507,195.889365668238
"593",142,3,194.784538104957,195.818624816962,195.045661556651,194.427782376457,193.589987236147
"594",142,4,192.193464298659,192.812267886204,192.385284890993,192.057070613099,191.463954406475
"595",142,5,191,191,191,191,191
"596",143,1,203.130593295771,199.799670397639,NA,NA,NA
"597",143,2,196.261880378333,194.527956413464,NA,NA,NA
"598",143,3,194.12565249639,193.238287592774,NA,NA,NA
"599",143,4,192.935921621545,192.524088524743,NA,NA,NA
"600",143,5,192,192,NA,NA,NA
"601",144,1,207.894595482914,208.976205954186,207.89931626637,203.267506033999,208.377201656575
"602",144,2,198.675730102824,199.184287786254,197.810381359803,197.149403210108,198.699764314053
"603",144,3,194.596117262209,194.980149007631,194.376974192647,193.988383417764,194.020563840746
"604",144,4,192,192,192,192,192
"605",145,1,200.762709155851,198.569619580041,202.336820291019,197.881870903937,197.879076204213
"606",145,2,192.971818426175,192.289120989002,193.986804077568,192.364074967728,192.407587844957
"607",145,3,188.922605481146,189.27652410387,189.365411456288,188.953073843527,189.013238585047
"608",145,4,188,188,188,188,188
"609",146,1,173.672684893798,173.663355276822,173.766904545609,171.869794593639,173.536316806773
"610",146,2,168.280341954649,168.39389175793,167.952120918419,167.304424768752,167.636872730888
"611",146,3,165,165,165,165,165
"612",147,1,213.495708229526,215.087695483184,212.326845329188,206.940225116223,212.019346533202
"613",147,2,207.455202362658,209.217564631529,207.17131159627,203.337570986328,206.505290335529
"614",147,3,202.163077753631,203.293579368392,202.334676857141,200.249581732133,201.521431849171
"615",147,4,199.116096918132,199.362207330128,198.614188596272,198.036522766626,198.658364208071
"616",147,5,196.389850907421,196.507923521526,196.70079463354,195.926396776259,196.007375651498
"617",147,6,195,195,195,195,195
"618",148,1,229.812572322995,234.02890805799,234.465401183304,230.591874312167,228.216595579578
"619",148,2,222.794716189965,225.869058746104,225.175756498911,222.053326104477,222.616734041583
"620",148,3,217.487093904481,219.643395937776,219.203842058944,218.017984828239,217.433883469185
"621",148,4,214.47944127604,216.016796243604,215.343210501794,214.80140844863,214.633952700188
"622",148,5,212.592286685645,213.478176457684,212.628703938173,212.403596965648,212.429751882041
"623",148,6,211,211,211,211,211
"624",149,1,176.822360214852,178.486381703013,176.693143659824,177.043809818929,175.887059465739
"625",149,2,171.290716797404,171.901320490839,171.707905623541,171.499649832417,171.033605860397
"626",149,3,170,170,170,170,170
"627",150,1,175.943568001447,175.875068618838,176.309785112313,174.152309254403,173.193318690588
"628",150,2,168.274100262728,168.087982447324,168.604712386395,167.464083260801,166.884025153451
"629",150,3,165,165,165,165,165
"630",151,1,249.574120365148,246.431764941747,247.953258700126,242.333819471033,246.434945063235
"631",151,2,236.886713730006,235.496941302265,235.382347516183,232.849304258828,234.341510846111
"632",151,3,231.458271090095,230.810588313916,230.165419374847,228.532633873786,229.140707529939
"633",151,4,227.355378397138,226.374174151612,226.645564243343,225.735917849675,225.569071517627
"634",151,5,224.451792799046,224.624602369295,224.068527450635,224.215963488744,224.190545337437
"635",151,6,223,223,223,223,223
"636",152,1,189.550554852238,190.56271079008,189.760247298848,186.40356039905,188.716186314115
"637",152,2,183.054238353761,183.520903596693,183.301974210556,182.307165143775,182.744876353064
"638",152,3,180,180,180,180,180
"639",153,1,169.518471810569,169.220920273002,170.189466645529,167.681617027498,169.996709199787
"640",153,2,163,163,163,163,163
"641",154,1,204.259273053862,205.15838909687,205.429508791441,201.853223058046,201.500490891473
"642",154,2,197.577434664514,197.368643422756,198.267416836565,196.631389322571,196.27585639913
"643",154,3,192.566055872503,192.631635918227,192.369223461962,192.228666761288,192.485435296842
"644",154,4,191,191,191,191,191
"645",155,1,201.241991234337,196.513685882417,201.089722566515,200.854805946583,201.832549967164
"646",155,2,192.765702058918,190.314008868808,191.902846274593,192.876909960723,192.177844130142
"647",155,3,188.95898536337,187.853819577693,187.842348466009,188.837468955224,188.791114857469
"648",155,4,186.928736459078,186.328502217202,186.065880674753,186.918734477612,186.516445942988
"649",155,5,185.710587116502,185.442834072401,185.55831844868,185.605916150825,185.606578377195
"650",155,6,185,185,185,185,185
"651",156,1,191.234479276385,187.873400286568,189.324156714223,186.378401693643,186.539734030812
"652",156,2,182.053364501623,181.085437589552,181.517716766546,180.855209515711,181.368450645487
"653",156,3,178,178,178,178,178
"654",157,1,231.177720073989,230.595867486982,230.372541637665,227.842249331996,229.671729199008
"655",157,2,221.326245833442,221.500826289027,221.096283485645,219.585156599066,220.304239104242
"656",157,3,216.017068099016,216.337189995995,215.694917979405,214.619352577863,215.035025925937
"657",157,4,214.129360460109,214.283471015811,213.581340172615,213.002579175611,213.512808785537
"658",157,5,212.005689366339,211.995041295035,211.93744632289,211.385805773359,211.229483074938
"659",157,6,210,210,210,210,210
"660",158,1,203.037941779473,202.532611886663,203.991204911142,198.725316364443,200.379237393347
"661",158,2,196.047044080728,195.253302025587,196.709259949224,193.43645025963,194.21973942358
"662",158,3,189.775797615678,189.204298056523,189.427314987306,188.297269044577,189.019507531071
"663",158,4,187,187,187,187,187
"664",159,1,197.401716528331,196.887685885232,196.308300895876,193.705270804066,193.420591882505
"665",159,2,190.29481698825,190.273671095138,190.113164396877,188.895611321273,188.997722548562
"666",159,3,186,186,186,186,186
"667",160,1,208.290683815798,202.672990678226,208.226085253409,202.671541598825,209.283413677106
"668",160,2,198.276378869121,196.529622281149,198.723929072697,197.540451895378,197.480919841049
"669",160,3,194,194,194,194,194
"670",161,1,159.685585989797,159.314752705328,158.9639395282,157.872312903896,159.025043255259
"671",161,2,154,154,154,154,154
"672",162,1,188.068545548526,189.016192987937,189.299651496907,187.689363447864,187.127290344651
"673",162,2,182.046688163044,182.513242061137,182.402461622171,182.317043120335,181.727375114569
"674",162,3,178,178,178,178,178
"675",163,1,185.724625881614,186.381839994447,185.649457976572,183.576727288624,181.451099925918
"676",163,2,179.273636435395,179.784035138163,179.280815712034,178.682443822681,177.755438959194
"677",163,3,176,176,176,176,176
"678",164,1,189.284146496317,189.798540982492,188.459555317543,185.399242141917,189.454395236877
"679",164,2,181.419438332217,182.40609414284,181.970757111289,180.874864781255,182.191821235623
"680",164,3,178,178,178,178,178
"681",165,1,200.02368875019,198.984299277774,198.791128982133,195.233652777059,193.030155066246
"682",165,2,193.191635256508,192.212096125052,192.064320115035,190.78964876671,189.075692841483
"683",165,3,188.619809986299,188.189509289978,187.834584236481,187.77760160414,186.634666776814
"684",165,4,186,186,186,186,186
"685",166,1,200.929158656764,199.350539134534,200.429874279275,194.948660393636,195.236742362212
"686",166,2,192.427154883774,191.303697275198,192.268869814875,189.514599924349,189.537684742656
"687",166,3,187.837397304707,188.141714076063,188.13260916708,186.970272596295,188.263604793314
"688",166,4,185.922026772266,186.119869049694,186.145581993139,185.608108826017,185.573335977204
"689",166,5,185,185,185,185,185
"690",167,1,200.790606753719,201.920661687232,201.826306871402,198.786425406308,194.053691787366
"691",167,2,192.109431888745,191.932975049181,191.43058741922,191.125039136407,189.65988323202
"692",167,3,188,188,188,188,188
"693",168,1,180.955662469051,182.142424175222,181.731612502073,178.405581825544,181.664382225615
"694",168,2,174.658127139791,175.615481143711,174.499438859372,173.889983151432,174.147637044565
"695",168,3,171,171,171,171,171
"696",169,1,163.079197319412,163.088739882587,163.046333716898,161.599393239705,162.077285618383
"697",169,2,158,158,158,158,158
"698",170,1,188.528845034077,189.412427120304,188.839763556042,187.10845388633,185.544405379343
"699",170,2,182.69485827852,183.816963948178,182.247606690911,182.720349430198,181.259938548262
"700",170,3,179,179,179,179,179
"701",171,1,226.62259308221,225.902972276922,226.763773558431,222.765733361783,217.680399002307
"702",171,2,215.369007237743,215.696875247361,216.248527904536,214.057084645986,210.049897566757
"703",171,3,209.540226877276,210.421813861296,210.528696477418,209.506113381601,208.033265044505
"704",171,4,208.097459461319,208.644347524688,208.795414226776,208.157677451413,206.1801432673
"705",171,5,205.789031595787,205.892141584132,205.906610475706,205.74172974316,204.599539398507
"706",171,6,204,204,204,204,204
"707",172,1,227.216898540566,228.369196826992,228.242741213669,222.808826888414,219.623044676929
"708",172,2,217.160669917229,217.418830841004,217.645414247994,214.715688016215,215.026651554225
"709",172,3,211.870977404376,213.319763359618,214.210017044836,211.206774659037,213.088413490435
"710",172,4,209.37145237083,210.274741802017,210.599938627958,209.339127226991,210.319501970734
"711",172,5,206.871927337284,207.112604030662,207.397449709759,207.301693664759,207.329077529456
"712",172,6,206,206,206,206,206
"713",173,1,208.438067846781,208.51564425258,208.770221225165,204.175507852024,202.091609265534
"714",173,2,200.825112526769,202.284679731982,201.633921128749,200.113463070201,198.457119703745
"715",173,3,197.715595565073,198.148608455379,197.663348142774,197.02836576755,197.074989870388
"716",173,4,196,196,196,196,196
"717",174,1,193.255525847479,192.603282099242,192.07267844534,191.232198021161,189.575595341418
"718",174,2,186.189276436506,186.301331417617,185.440667389745,185.858961077628,184.58912752175
"719",174,3,182,182,182,182,182
"720",175,1,214.066154689584,214.532354912367,210.873139457919,212.204230294117,207.201865870991
"721",175,2,203.781506387381,204.339559710565,202.267965914409,203.619207621737,199.907627629415
"722",175,3,199.972377386565,200.469567949453,199.771403219687,200.29251133619,197.875661262119
"723",175,4,198.503141914822,198.670839384429,198.284089273895,198.468194018309,197.146237437962
"724",175,5,196.544161285831,196.654083114554,196.84989368331,196.536563917024,196.260508508628
"725",175,6,196,196,196,196,196
"726",176,1,181.894785214729,180.556258699316,180.819735451033,180.999737884617,181.617687657845
"727",176,2,175.188769136609,174.807939197996,174.295577471177,175.206824244032,175.375686867838
"728",176,3,173,173,173,173,173
"729",177,1,211.040406040527,215.886900768397,215.268278170445,209.578458001777,213.162967713437
"730",177,2,202.818555274196,205.189405583737,204.2484710628,202.109509069032,202.671349372972
"731",177,3,198.081177559914,199.407125016706,199.447653744998,197.6905130975,198.304832554573
"732",177,4,196.027059186638,196.286792141469,195.89394529366,195.681878564985,196.622471336512
"733",177,5,195,195,195,195,195
"734",178,1,185.087691144089,182.969854857082,185.13297323092,183.119222003584,185.918221966388
"735",178,2,178.246349799864,177.439218960747,178.453189292368,177.842108762931,178.338232795765
"736",178,3,174,174,174,174,174
"737",179,1,207.431347522925,207.789961755456,210.593988759739,206.216964979719,207.60010904051
"738",179,2,200.335342284517,200.351448433245,201.182879753862,199.792224474903,199.557486248695
"739",179,3,196.760662953891,196.498405561309,197.462208751538,196.737839644745,196.662142043642
"740",179,4,195,195,195,195,195
"741",180,1,175.333115538041,176.006799778767,175.969239468785,172.909653281,175.780875500179
"742",180,2,167.813543777534,167.786928531923,167.557693666998,167.347165105101,167.525457646817
"743",180,3,166,166,166,166,166
"744",181,1,194.30046555902,192.78968086745,193.260589869867,189.578259720746,190.288602088634
"745",181,2,188.200252031951,187.489278124521,187.655748786499,186.031940059656,186.009036728426
"746",181,3,181,181,181,181,181
"747",182,1,224.049567049776,223.738980082704,225.812820466518,219.870883583335,222.814818628116
"748",182,2,215.723899376564,215.877323258933,217.030290120788,213.809087770255,214.686362241951
"749",182,3,210.626551821536,210.051778993838,210.716052617323,209.400508997107,208.774757597468
"750",182,4,207.624780483575,207.223844884568,208.018151138569,206.865576202547,206.84211761754
"751",182,5,205.246018291229,204.904938914966,204.975836705081,204.88171575463,204.795792932911
"752",182,6,204,204,204,204,204
"753",183,1,200.361734434096,200.583257271446,200.119247869829,195.121772763894,195.608613138973
"754",183,2,193.346542375859,193.532472014202,193.479037656728,191.36931066606,190.403452486673
"755",183,3,187.662700635243,188.321022041456,187.962555325845,186.876231048917,186.78462650936
"756",183,4,185,185,185,185,185
"757",184,1,192.797154055952,192.198307953966,192.231776943394,189.306114716531,190.904584138437
"758",184,2,185.6488785051,185.26130302673,185.542629785995,184.360855665648,184.86278781399
"759",184,3,182.849553813857,182.387400985447,182.547489267757,182.200305594874,182.733302224226
"760",184,4,181,181,181,181,181
"761",185,1,207.297156345062,208.699574493616,209.154115023422,203.119737351769,203.199157912438
"762",185,2,198.019590669074,198.76872702243,199.31249791194,196.636443018405,195.832186054333
"763",185,3,192.935275016132,193.063772092174,193.121803277298,192.297230275602,191.995221544903
"764",185,4,190,190,190,190,190
"765",186,1,223.138726126661,227.055560307855,223.972680537337,216.668373786204,212.285841669035
"766",186,2,215.284262165272,218.360026087265,215.849646654585,211.752531126276,208.537328926271
"767",186,3,210.142131082636,212.255876237049,210.169203379933,208.349255438633,206.583878623703
"768",186,4,207.712332878753,209.146214992599,208.010634935565,206.944728964367,205.950327174222
"769",186,5,206.356166439377,206.842762218933,206.30650195317,205.594222739112,205.422367632988
"770",186,6,205,205,205,205,205
"771",187,1,221.021755608659,219.720425937075,222.232751593313,219.313727377753,220.342839325456
"772",187,2,212.392660937885,212.008728088369,211.02501268862,211.377778847393,211.689463837752
"773",187,3,207.767917388842,207.705824216266,208.321638480453,207.32656036686,206.712358982079
"774",187,4,204.327559382847,203.905857160382,204.266577168202,204.107784039861,203.884458495901
"775",187,5,201.902388985179,201.50293681622,201.732163848045,201.554961435689,201.565580097236
"776",187,6,201,201,201,201,201
"777",188,1,232.112577132576,230.565929825328,233.177076819933,229.650662436401,226.104514834596
"778",188,2,224.542801578039,223.594835067202,224.483662706519,223.105554190087,220.632690592629
"779",188,3,218.688053297577,217.912514129906,217.978386839339,217.371344310572,215.787846211721
"780",188,4,214.784887777269,214.92490209071,214.666610034229,214.301514779115,213.450921275048
"781",188,5,212.655888402555,212.28877382083,212.360194044956,212.332190174029,211.854972537807
