"","id","fish","agecap","lencap","anu1","anu2","anu3","anu4","anu5","anu6","anu7","anu8","anu9","radcap","rad1","rad2","rad3","rad4","rad5","rad6","rad7","rad8","rad9","zone","prop_age2","prop_age3"
"143",680,46,4,197,1.92,1.7,0.88,0.41,NA,NA,NA,NA,NA,4.91,1.92,3.62,4.5,4.91,NA,NA,NA,NA,NA,"A2",0.737270875763748,0.916496945010183
"144",679,46,4,197,1.93,1.63,0.65,0.35,NA,NA,NA,NA,NA,4.56,1.93,3.56,4.21,4.56,NA,NA,NA,NA,NA,"A2",0.780701754385965,0.923245614035088
"145",682,46,4,197,1.76,1.99,0.87,0.36,NA,NA,NA,NA,NA,4.98,1.76,3.75,4.62,4.98,NA,NA,NA,NA,NA,"A3",0.753012048192771,0.927710843373494
"146",684,46,4,197,1.99,1.68,0.7,0.34,NA,NA,NA,NA,NA,4.71,1.99,3.67,4.37,4.71,NA,NA,NA,NA,NA,"A3",0.779193205944798,0.927813163481953
"147",685,46,4,197,1.64,1.33,0.89,0.32,NA,NA,NA,NA,NA,4.18,1.64,2.97,3.86,4.18,NA,NA,NA,NA,NA,"A4",0.710526315789474,0.923444976076555
"148",687,46,4,197,1.62,1.34,0.7,0.3,NA,NA,NA,NA,NA,3.96,1.62,2.96,3.66,3.96,NA,NA,NA,NA,NA,"A4",0.747474747474748,0.924242424242424
"149",689,46,4,197,1.81,1.87,0.33,0.17,NA,NA,NA,NA,NA,4.18,1.81,3.68,4.01,4.18,NA,NA,NA,NA,NA,"A6",0.880382775119617,0.95933014354067
"150",690,46,4,197,2.09,1.65,0.72,0.28,NA,NA,NA,NA,NA,4.74,2.09,3.74,4.46,4.74,NA,NA,NA,NA,NA,"A6",0.789029535864979,0.940928270042194
"151",706,48,4,181,1.77,1.51,0.38,0.17,NA,NA,NA,NA,NA,3.83,1.77,3.28,3.66,3.83,NA,NA,NA,NA,NA,"A1",0.856396866840731,0.955613577023499
"152",707,48,4,181,1.77,1.58,0.45,0.21,NA,NA,NA,NA,NA,4.01,1.77,3.35,3.8,4.01,NA,NA,NA,NA,NA,"A1",0.835411471321696,0.947630922693267
"153",710,48,4,181,1.55,0.93,0.49,0.24,NA,NA,NA,NA,NA,3.21,1.55,2.48,2.97,3.21,NA,NA,NA,NA,NA,"A2",0.772585669781931,0.925233644859813
"154",709,48,4,181,2.13,1.36,0.58,0.32,NA,NA,NA,NA,NA,4.39,2.13,3.49,4.07,4.39,NA,NA,NA,NA,NA,"A2",0.79498861047836,0.927107061503417
"155",714,48,4,181,1.62,1.15,0.48,0.26,NA,NA,NA,NA,NA,3.51,1.62,2.77,3.25,3.51,NA,NA,NA,NA,NA,"A3",0.789173789173789,0.925925925925926
"156",713,48,4,181,1.91,1.33,0.52,0.29,NA,NA,NA,NA,NA,4.05,1.91,3.24,3.76,4.05,NA,NA,NA,NA,NA,"A3",0.8,0.928395061728395
"157",716,48,4,181,1.49,0.98,0.61,0.27,NA,NA,NA,NA,NA,3.35,1.49,2.47,3.08,3.35,NA,NA,NA,NA,NA,"A4",0.737313432835821,0.919402985074627
"158",715,48,4,181,1.68,0.97,0.56,0.19,NA,NA,NA,NA,NA,3.4,1.68,2.65,3.21,3.4,NA,NA,NA,NA,NA,"A4",0.779411764705882,0.944117647058824
"159",719,48,4,181,2.14,1.48,0.45,0.25,NA,NA,NA,NA,NA,4.32,2.14,3.62,4.07,4.32,NA,NA,NA,NA,NA,"A6",0.837962962962963,0.94212962962963
"160",720,48,4,181,1.7,0.98,0.38,0.18,NA,NA,NA,NA,NA,3.24,1.7,2.68,3.06,3.24,NA,NA,NA,NA,NA,"A6",0.82716049382716,0.944444444444444
"161",753,51,4,180,1.88,1.25,1.03,0.3,NA,NA,NA,NA,NA,4.46,1.88,3.13,4.16,4.46,NA,NA,NA,NA,NA,"A1",0.701793721973094,0.932735426008969
"162",752,51,4,180,2.22,1.08,0.94,0.24,NA,NA,NA,NA,NA,4.48,2.22,3.3,4.24,4.48,NA,NA,NA,NA,NA,"A1",0.736607142857143,0.946428571428571
"163",755,51,4,180,1.66,1.06,1.1,0.32,NA,NA,NA,NA,NA,4.14,1.66,2.72,3.82,4.14,NA,NA,NA,NA,NA,"A2",0.657004830917874,0.922705314009662
"164",754,51,4,180,2.03,1.29,0.86,0.17,NA,NA,NA,NA,NA,4.35,2.03,3.32,4.18,4.35,NA,NA,NA,NA,NA,"A2",0.763218390804598,0.960919540229885
"165",757,51,4,180,1.99,1.12,1.12,0.27,NA,NA,NA,NA,NA,4.5,1.99,3.11,4.23,4.5,NA,NA,NA,NA,NA,"A3",0.691111111111111,0.94
"166",759,51,4,180,2.01,1.01,1.03,0.27,NA,NA,NA,NA,NA,4.32,2.01,3.02,4.05,4.32,NA,NA,NA,NA,NA,"A3",0.699074074074074,0.9375
"167",761,51,4,180,1.25,1.16,0.88,0.16,NA,NA,NA,NA,NA,3.45,1.25,2.41,3.29,3.45,NA,NA,NA,NA,NA,"A4",0.698550724637681,0.953623188405797
"168",762,51,4,180,1.71,1.06,0.92,0.22,NA,NA,NA,NA,NA,3.91,1.71,2.77,3.69,3.91,NA,NA,NA,NA,NA,"A4",0.70843989769821,0.943734015345268
"169",765,51,4,180,2.22,1.59,0.7,0.21,NA,NA,NA,NA,NA,4.72,2.22,3.81,4.51,4.72,NA,NA,NA,NA,NA,"A6",0.807203389830509,0.955508474576271
"170",763,51,4,180,2.14,1.24,0.79,0.25,NA,NA,NA,NA,NA,4.42,2.14,3.38,4.17,4.42,NA,NA,NA,NA,NA,"A6",0.764705882352941,0.943438914027149
"171",858,58,4,189,2.31,1.62,0.83,0.21,NA,NA,NA,NA,NA,4.97,2.31,3.93,4.76,4.97,NA,NA,NA,NA,NA,"A1",0.790744466800805,0.957746478873239
"172",856,58,4,189,2.44,1.71,0.77,0.3,NA,NA,NA,NA,NA,5.22,2.44,4.15,4.92,5.22,NA,NA,NA,NA,NA,"A1",0.795019157088123,0.942528735632184
"173",859,58,4,189,2.25,1.49,0.86,0.23,NA,NA,NA,NA,NA,4.83,2.25,3.74,4.6,4.83,NA,NA,NA,NA,NA,"A2",0.774327122153209,0.952380952380952
"174",861,58,4,189,2.31,1.44,0.84,0.27,NA,NA,NA,NA,NA,4.86,2.31,3.75,4.59,4.86,NA,NA,NA,NA,NA,"A2",0.771604938271605,0.944444444444444
"175",862,58,4,189,2.42,1.65,0.8,0.29,NA,NA,NA,NA,NA,5.16,2.42,4.07,4.87,5.16,NA,NA,NA,NA,NA,"A3",0.788759689922481,0.943798449612403
"176",864,58,4,189,2.43,1.9,0.57,0.31,NA,NA,NA,NA,NA,5.21,2.43,4.33,4.9,5.21,NA,NA,NA,NA,NA,"A3",0.831094049904031,0.940499040307102
"177",867,58,4,189,1.88,1.2,0.85,0.21,NA,NA,NA,NA,NA,4.14,1.88,3.08,3.93,4.14,NA,NA,NA,NA,NA,"A4",0.743961352657005,0.949275362318841
"178",866,58,4,189,1.87,1.22,0.73,0.22,NA,NA,NA,NA,NA,4.04,1.87,3.09,3.82,4.04,NA,NA,NA,NA,NA,"A4",0.764851485148515,0.945544554455445
"179",868,58,4,189,2.52,1.45,0.86,0.39,NA,NA,NA,NA,NA,5.22,2.52,3.97,4.83,5.22,NA,NA,NA,NA,NA,"A6",0.760536398467433,0.925287356321839
"180",870,58,4,189,2.32,1.41,0.67,0.29,NA,NA,NA,NA,NA,4.69,2.32,3.73,4.4,4.69,NA,NA,NA,NA,NA,"A6",0.795309168443497,0.938166311300639
"181",872,59,4,186,1.81,1.41,1.1,0.51,NA,NA,NA,NA,NA,4.83,1.81,3.22,4.32,4.83,NA,NA,NA,NA,NA,"A1",0.666666666666667,0.894409937888199
"182",873,59,4,186,1.69,1.26,1.06,0.5,NA,NA,NA,NA,NA,4.51,1.69,2.95,4.01,4.51,NA,NA,NA,NA,NA,"A1",0.65410199556541,0.889135254988914
"183",876,59,4,186,1.87,1.39,1.14,0.59,NA,NA,NA,NA,NA,4.99,1.87,3.26,4.4,4.99,NA,NA,NA,NA,NA,"A2",0.653306613226453,0.881763527054108
"184",875,59,4,186,1.89,1.24,1.07,0.52,NA,NA,NA,NA,NA,4.72,1.89,3.13,4.2,4.72,NA,NA,NA,NA,NA,"A2",0.663135593220339,0.889830508474576
"185",879,59,4,186,2.03,1.43,1.23,0.52,NA,NA,NA,NA,NA,5.21,2.03,3.46,4.69,5.21,NA,NA,NA,NA,NA,"A3",0.664107485604607,0.900191938579654
"186",878,59,4,186,1.92,1.46,1.12,0.7,NA,NA,NA,NA,NA,5.2,1.92,3.38,4.5,5.2,NA,NA,NA,NA,NA,"A3",0.65,0.865384615384615
"187",882,59,4,186,1.46,1.12,0.7,0.51,NA,NA,NA,NA,NA,3.79,1.46,2.58,3.28,3.79,NA,NA,NA,NA,NA,"A4",0.680738786279683,0.865435356200528
"188",881,59,4,186,1.44,1.01,0.77,0.46,NA,NA,NA,NA,NA,3.68,1.44,2.45,3.22,3.68,NA,NA,NA,NA,NA,"A4",0.665760869565217,0.875
"189",883,59,4,186,2.39,1.3,1.19,0.5,NA,NA,NA,NA,NA,5.38,2.39,3.69,4.88,5.38,NA,NA,NA,NA,NA,"A6",0.685873605947955,0.907063197026022
"190",885,59,4,186,1.96,1.33,0.93,0.45,NA,NA,NA,NA,NA,4.67,1.96,3.29,4.22,4.67,NA,NA,NA,NA,NA,"A6",0.704496788008565,0.903640256959315
"191",888,60,4,192,2.43,1.19,0.58,0.28,NA,NA,NA,NA,NA,4.48,2.43,3.62,4.2,4.48,NA,NA,NA,NA,NA,"A1",0.808035714285714,0.9375
"192",886,60,4,192,2.28,1.16,0.51,0.25,NA,NA,NA,NA,NA,4.2,2.28,3.44,3.95,4.2,NA,NA,NA,NA,NA,"A1",0.819047619047619,0.94047619047619
"193",890,60,4,192,2.27,1.2,0.58,0.27,NA,NA,NA,NA,NA,4.32,2.27,3.47,4.05,4.32,NA,NA,NA,NA,NA,"A2",0.803240740740741,0.9375
"194",889,60,4,192,2.58,1.22,0.61,0.27,NA,NA,NA,NA,NA,4.68,2.58,3.8,4.41,4.68,NA,NA,NA,NA,NA,"A2",0.811965811965812,0.942307692307692
"195",892,60,4,192,2.33,1.45,0.64,0.31,NA,NA,NA,NA,NA,4.73,2.33,3.78,4.42,4.73,NA,NA,NA,NA,NA,"A3",0.799154334038055,0.93446088794926
"196",893,60,4,192,2.49,1.4,0.59,0.36,NA,NA,NA,NA,NA,4.84,2.49,3.89,4.48,4.84,NA,NA,NA,NA,NA,"A3",0.803719008264463,0.925619834710744
"197",895,60,4,192,1.9,1.03,0.54,0.22,NA,NA,NA,NA,NA,3.69,1.9,2.93,3.47,3.69,NA,NA,NA,NA,NA,"A4",0.794037940379404,0.940379403794038
"198",896,60,4,192,2.4,1.21,0.64,0.29,NA,NA,NA,NA,NA,4.54,2.4,3.61,4.25,4.54,NA,NA,NA,NA,NA,"A4",0.795154185022026,0.936123348017621
"199",898,60,4,192,2.3,1.18,0.54,0.2,NA,NA,NA,NA,NA,4.22,2.3,3.48,4.02,4.22,NA,NA,NA,NA,NA,"A6",0.824644549763033,0.95260663507109
"200",899,60,4,192,2.04,1.19,0.38,0.19,NA,NA,NA,NA,NA,3.8,2.04,3.23,3.61,3.8,NA,NA,NA,NA,NA,"A6",0.85,0.95
"201",946,64,4,171,2.3,0.82,0.32,0.73,NA,NA,NA,NA,NA,4.17,2.3,3.12,3.44,4.17,NA,NA,NA,NA,NA,"A1",0.748201438848921,0.824940047961631
"202",947,64,4,171,2.14,0.71,0.47,0.69,NA,NA,NA,NA,NA,4.01,2.14,2.85,3.32,4.01,NA,NA,NA,NA,NA,"A1",0.71072319201995,0.827930174563591
"203",951,64,4,171,2.33,0.66,0.43,0.62,NA,NA,NA,NA,NA,4.04,2.33,2.99,3.42,4.04,NA,NA,NA,NA,NA,"A2",0.74009900990099,0.846534653465347
"204",949,64,4,171,1.88,0.69,0.44,0.55,NA,NA,NA,NA,NA,3.56,1.88,2.57,3.01,3.56,NA,NA,NA,NA,NA,"A2",0.72191011235955,0.845505617977528
"205",952,64,4,171,2.41,0.53,0.43,0.62,NA,NA,NA,NA,NA,3.99,2.41,2.94,3.37,3.99,NA,NA,NA,NA,NA,"A3",0.736842105263158,0.844611528822055
"206",953,64,4,171,2.44,0.7,0.43,0.65,NA,NA,NA,NA,NA,4.22,2.44,3.14,3.57,4.22,NA,NA,NA,NA,NA,"A3",0.744075829383886,0.845971563981043
"207",955,64,4,171,1.83,0.57,0.34,0.58,NA,NA,NA,NA,NA,3.32,1.83,2.4,2.74,3.32,NA,NA,NA,NA,NA,"A4",0.72289156626506,0.825301204819277
"208",957,64,4,171,1.85,0.41,0.29,0.81,NA,NA,NA,NA,NA,3.36,1.85,2.26,2.55,3.36,NA,NA,NA,NA,NA,"A4",0.672619047619048,0.758928571428572
"209",958,64,4,171,2.07,0.72,0.4,0.55,NA,NA,NA,NA,NA,3.74,2.07,2.79,3.19,3.74,NA,NA,NA,NA,NA,"A6",0.745989304812834,0.852941176470588
"210",960,64,4,171,2.15,0.72,0.41,0.54,NA,NA,NA,NA,NA,3.82,2.15,2.87,3.28,3.82,NA,NA,NA,NA,NA,"A6",0.75130890052356,0.858638743455498
"211",962,65,4,195,2.28,1.43,0.86,0.27,NA,NA,NA,NA,NA,4.84,2.28,3.71,4.57,4.84,NA,NA,NA,NA,NA,"A1",0.766528925619835,0.944214876033058
"212",961,65,4,195,2.36,1.61,0.91,0.34,NA,NA,NA,NA,NA,5.22,2.36,3.97,4.88,5.22,NA,NA,NA,NA,NA,"A1",0.760536398467433,0.934865900383142
"213",966,65,4,195,2.24,1.5,0.91,0.36,NA,NA,NA,NA,NA,5.01,2.24,3.74,4.65,5.01,NA,NA,NA,NA,NA,"A2",0.746506986027944,0.92814371257485
"214",965,65,4,195,2.21,1.51,0.85,0.35,NA,NA,NA,NA,NA,4.92,2.21,3.72,4.57,4.92,NA,NA,NA,NA,NA,"A2",0.75609756097561,0.928861788617886
"215",969,65,4,195,2.4,1.5,0.86,0.36,NA,NA,NA,NA,NA,5.12,2.4,3.9,4.76,5.12,NA,NA,NA,NA,NA,"A3",0.76171875,0.9296875
"216",968,65,4,195,2.21,1.51,0.85,0.3,NA,NA,NA,NA,NA,4.87,2.21,3.72,4.57,4.87,NA,NA,NA,NA,NA,"A3",0.763860369609856,0.938398357289528
"217",971,65,4,195,1.89,1.37,0.85,0.35,NA,NA,NA,NA,NA,4.46,1.89,3.26,4.11,4.46,NA,NA,NA,NA,NA,"A4",0.730941704035874,0.92152466367713
"218",970,65,4,195,1.39,1.1,0.69,0.31,NA,NA,NA,NA,NA,3.49,1.39,2.49,3.18,3.49,NA,NA,NA,NA,NA,"A4",0.713467048710602,0.911174785100286
"219",973,65,4,195,1.74,1.18,0.58,0.21,NA,NA,NA,NA,NA,3.71,1.74,2.92,3.5,3.71,NA,NA,NA,NA,NA,"A6",0.787061994609164,0.943396226415094
"220",974,65,4,195,1.22,0.76,0.44,0.15,NA,NA,NA,NA,NA,2.57,1.22,1.98,2.42,2.57,NA,NA,NA,NA,NA,"A6",0.770428015564202,0.941634241245136
"221",1006,68,4,170,1.28,1.39,1.05,0.4,NA,NA,NA,NA,NA,4.12,1.28,2.67,3.72,4.12,NA,NA,NA,NA,NA,"A1",0.648058252427184,0.902912621359223
"222",1008,68,4,170,1.17,1.36,1.17,0.41,NA,NA,NA,NA,NA,4.11,1.17,2.53,3.7,4.11,NA,NA,NA,NA,NA,"A1",0.615571776155718,0.900243309002433
"223",1011,68,4,170,1.19,1.1,0.98,0.34,NA,NA,NA,NA,NA,3.61,1.19,2.29,3.27,3.61,NA,NA,NA,NA,NA,"A2",0.634349030470914,0.905817174515235
"224",1010,68,4,170,1.19,1.22,1.04,0.27,NA,NA,NA,NA,NA,3.72,1.19,2.41,3.45,3.72,NA,NA,NA,NA,NA,"A2",0.647849462365591,0.92741935483871
"225",1012,68,4,170,1.42,1.44,1.05,0.31,NA,NA,NA,NA,NA,4.22,1.42,2.86,3.91,4.22,NA,NA,NA,NA,NA,"A3",0.677725118483412,0.92654028436019
"226",1013,68,4,170,1.41,1.34,1.07,0.28,NA,NA,NA,NA,NA,4.1,1.41,2.75,3.82,4.1,NA,NA,NA,NA,NA,"A3",0.670731707317073,0.931707317073171
"227",1017,68,4,170,1.04,0.99,0.87,0.33,NA,NA,NA,NA,NA,3.23,1.04,2.03,2.9,3.23,NA,NA,NA,NA,NA,"A4",0.628482972136223,0.897832817337461
"228",1015,68,4,170,0.98,1.07,0.88,0.32,NA,NA,NA,NA,NA,3.25,0.98,2.05,2.93,3.25,NA,NA,NA,NA,NA,"A4",0.630769230769231,0.901538461538461
"229",1020,68,4,170,1.14,1.19,0.84,0.27,NA,NA,NA,NA,NA,3.44,1.14,2.33,3.17,3.44,NA,NA,NA,NA,NA,"A6",0.677325581395349,0.921511627906977
"230",1018,68,4,170,0.81,0.89,0.64,0.1,NA,NA,NA,NA,NA,2.44,0.81,1.7,2.34,2.44,NA,NA,NA,NA,NA,"A6",0.69672131147541,0.959016393442623
"231",1112,75,4,184,1.98,1.57,0.75,0.34,NA,NA,NA,NA,NA,4.64,1.98,3.55,4.3,4.64,NA,NA,NA,NA,NA,"A1",0.765086206896552,0.926724137931034
"232",1111,75,4,184,1.86,1.49,0.73,0.3,NA,NA,NA,NA,NA,4.38,1.86,3.35,4.08,4.38,NA,NA,NA,NA,NA,"A1",0.764840182648402,0.931506849315069
"233",1114,75,4,184,1.46,1.1,0.63,0.25,NA,NA,NA,NA,NA,3.44,1.46,2.56,3.19,3.44,NA,NA,NA,NA,NA,"A2",0.744186046511628,0.927325581395349
"234",1115,75,4,184,1.71,1.33,0.72,0.32,NA,NA,NA,NA,NA,4.08,1.71,3.04,3.76,4.08,NA,NA,NA,NA,NA,"A2",0.745098039215686,0.92156862745098
"235",1119,75,4,184,1.77,1.6,0.68,0.25,NA,NA,NA,NA,NA,4.3,1.77,3.37,4.05,4.3,NA,NA,NA,NA,NA,"A3",0.783720930232558,0.941860465116279
"236",1117,75,4,184,1.97,1.6,0.73,0.32,NA,NA,NA,NA,NA,4.62,1.97,3.57,4.3,4.62,NA,NA,NA,NA,NA,"A3",0.772727272727273,0.930735930735931
"237",1122,75,4,184,1.6,1.37,0.63,0.28,NA,NA,NA,NA,NA,3.88,1.6,2.97,3.6,3.88,NA,NA,NA,NA,NA,"A4",0.765463917525773,0.927835051546392
"238",1120,75,4,184,1.31,1.03,0.56,0.24,NA,NA,NA,NA,NA,3.14,1.31,2.34,2.9,3.14,NA,NA,NA,NA,NA,"A4",0.745222929936306,0.923566878980892
"239",1125,75,4,184,1.34,1.04,0.43,0.17,NA,NA,NA,NA,NA,2.98,1.34,2.38,2.81,2.98,NA,NA,NA,NA,NA,"A6",0.798657718120805,0.942953020134228
"240",1123,75,4,184,1.6,1.21,0.41,0.2,NA,NA,NA,NA,NA,3.42,1.6,2.81,3.22,3.42,NA,NA,NA,NA,NA,"A6",0.821637426900585,0.941520467836257
"241",1128,76,4,198,2.64,1.33,1.04,0.37,NA,NA,NA,NA,NA,5.38,2.64,3.97,5.01,5.38,NA,NA,NA,NA,NA,"A1",0.737918215613383,0.931226765799256
"242",1126,76,4,198,2.42,1.26,0.84,0.34,NA,NA,NA,NA,NA,4.86,2.42,3.68,4.52,4.86,NA,NA,NA,NA,NA,"A1",0.757201646090535,0.930041152263374
"243",1130,76,4,198,2.28,1.6,1.04,0.36,NA,NA,NA,NA,NA,5.28,2.28,3.88,4.92,5.28,NA,NA,NA,NA,NA,"A2",0.734848484848485,0.931818181818182
"244",1131,76,4,198,2.35,1.49,0.89,0.34,NA,NA,NA,NA,NA,5.07,2.35,3.84,4.73,5.07,NA,NA,NA,NA,NA,"A2",0.757396449704142,0.932938856015779
"245",1132,76,4,198,2.25,1.42,0.9,0.25,NA,NA,NA,NA,NA,4.82,2.25,3.67,4.57,4.82,NA,NA,NA,NA,NA,"A3",0.761410788381743,0.948132780082988
"246",1133,76,4,198,2.56,1.59,1.13,0.3,NA,NA,NA,NA,NA,5.58,2.56,4.15,5.28,5.58,NA,NA,NA,NA,NA,"A3",0.743727598566308,0.946236559139785
"247",1135,76,4,198,1.59,0.81,0.74,0.34,NA,NA,NA,NA,NA,3.48,1.59,2.4,3.14,3.48,NA,NA,NA,NA,NA,"A4",0.689655172413793,0.902298850574713
"248",1137,76,4,198,2,1.15,0.74,0.28,NA,NA,NA,NA,NA,4.17,2,3.15,3.89,4.17,NA,NA,NA,NA,NA,"A4",0.755395683453237,0.932853717026379
"249",1139,76,4,198,2.25,1.17,0.77,0.27,NA,NA,NA,NA,NA,4.46,2.25,3.42,4.19,4.46,NA,NA,NA,NA,NA,"A6",0.766816143497758,0.939461883408072
"250",1140,76,4,198,1.5,0.73,0.44,0.12,NA,NA,NA,NA,NA,2.79,1.5,2.23,2.67,2.79,NA,NA,NA,NA,NA,"A6",0.799283154121864,0.956989247311828
"251",1156,78,4,184,1.94,1.48,0.73,0.26,NA,NA,NA,NA,NA,4.41,1.94,3.42,4.15,4.41,NA,NA,NA,NA,NA,"A1",0.775510204081633,0.941043083900227
"252",1157,78,4,184,1.9,1.46,0.73,0.27,NA,NA,NA,NA,NA,4.36,1.9,3.36,4.09,4.36,NA,NA,NA,NA,NA,"A1",0.770642201834862,0.938073394495413
"253",1160,78,4,184,1.85,1.23,0.87,0.3,NA,NA,NA,NA,NA,4.25,1.85,3.08,3.95,4.25,NA,NA,NA,NA,NA,"A2",0.724705882352941,0.929411764705882
"254",1159,78,4,184,1.88,1.28,0.76,0.27,NA,NA,NA,NA,NA,4.19,1.88,3.16,3.92,4.19,NA,NA,NA,NA,NA,"A2",0.75417661097852,0.935560859188544
"255",1163,78,4,184,2.34,1.67,0.92,0.17,NA,NA,NA,NA,NA,5.1,2.34,4.01,4.93,5.1,NA,NA,NA,NA,NA,"A3",0.786274509803922,0.966666666666667
"256",1164,78,4,184,2,1.34,0.85,0.09,NA,NA,NA,NA,NA,4.28,2,3.34,4.19,4.28,NA,NA,NA,NA,NA,"A3",0.780373831775701,0.978971962616822
"257",1166,78,4,184,1.17,1.03,0.63,0.24,NA,NA,NA,NA,NA,3.07,1.17,2.2,2.83,3.07,NA,NA,NA,NA,NA,"A4",0.716612377850163,0.921824104234528
"258",1167,78,4,184,1.54,1.33,0.66,0.27,NA,NA,NA,NA,NA,3.8,1.54,2.87,3.53,3.8,NA,NA,NA,NA,NA,"A4",0.755263157894737,0.928947368421053
"259",1168,78,4,184,2.12,1.46,0.66,0.31,NA,NA,NA,NA,NA,4.55,2.12,3.58,4.24,4.55,NA,NA,NA,NA,NA,"A6",0.786813186813187,0.931868131868132
"260",1170,78,4,184,1.85,1.58,0.51,0.31,NA,NA,NA,NA,NA,4.25,1.85,3.43,3.94,4.25,NA,NA,NA,NA,NA,"A6",0.807058823529412,0.927058823529412
"261",1292,87,4,179,2.1,1.21,0.79,0.38,NA,NA,NA,NA,NA,4.48,2.1,3.31,4.1,4.48,NA,NA,NA,NA,NA,"A1",0.738839285714286,0.915178571428571
"262",1293,87,4,179,1.8,1.71,0.85,0.47,NA,NA,NA,NA,NA,4.83,1.8,3.51,4.36,4.83,NA,NA,NA,NA,NA,"A1",0.726708074534161,0.902691511387163
"263",1296,87,4,179,1.97,1.26,0.89,0.58,NA,NA,NA,NA,NA,4.7,1.97,3.23,4.12,4.7,NA,NA,NA,NA,NA,"A2",0.687234042553191,0.876595744680851
"264",1294,87,4,179,1.97,1.67,0.91,0.5,NA,NA,NA,NA,NA,5.05,1.97,3.64,4.55,5.05,NA,NA,NA,NA,NA,"A2",0.720792079207921,0.900990099009901
"265",1297,87,4,179,1.86,1.48,0.84,0.45,NA,NA,NA,NA,NA,4.63,1.86,3.34,4.18,4.63,NA,NA,NA,NA,NA,"A3",0.721382289416847,0.90280777537797
"266",1299,87,4,179,2.11,1.38,0.73,0.47,NA,NA,NA,NA,NA,4.69,2.11,3.49,4.22,4.69,NA,NA,NA,NA,NA,"A3",0.744136460554371,0.899786780383795
"267",1302,87,4,179,1.48,1.03,0.59,0.25,NA,NA,NA,NA,NA,3.35,1.48,2.51,3.1,3.35,NA,NA,NA,NA,NA,"A4",0.749253731343284,0.925373134328358
"268",1301,87,4,179,1.23,0.99,0.46,0.33,NA,NA,NA,NA,NA,3.01,1.23,2.22,2.68,3.01,NA,NA,NA,NA,NA,"A4",0.737541528239203,0.890365448504983
"269",1304,87,4,179,1.87,1.15,0.59,0.37,NA,NA,NA,NA,NA,3.98,1.87,3.02,3.61,3.98,NA,NA,NA,NA,NA,"A6",0.758793969849246,0.907035175879397
"270",1303,87,4,179,1.95,1.41,0.58,0.38,NA,NA,NA,NA,NA,4.32,1.95,3.36,3.94,4.32,NA,NA,NA,NA,NA,"A6",0.777777777777778,0.912037037037037
"271",1336,90,4,205,2.43,1.49,0.76,0.45,NA,NA,NA,NA,NA,5.13,2.43,3.92,4.68,5.13,NA,NA,NA,NA,NA,"A1",0.764132553606238,0.912280701754386
"272",1338,90,4,205,2.42,1.52,0.84,0.41,NA,NA,NA,NA,NA,5.19,2.42,3.94,4.78,5.19,NA,NA,NA,NA,NA,"A1",0.759152215799615,0.921001926782274
"273",1341,90,4,205,2.38,1.58,0.81,0.48,NA,NA,NA,NA,NA,5.25,2.38,3.96,4.77,5.25,NA,NA,NA,NA,NA,"A2",0.754285714285714,0.908571428571428
"274",1340,90,4,205,2.23,1.47,0.87,0.43,NA,NA,NA,NA,NA,5,2.23,3.7,4.57,5,NA,NA,NA,NA,NA,"A2",0.74,0.914
"275",1343,90,4,205,2.64,1.47,0.82,0.59,NA,NA,NA,NA,NA,5.52,2.64,4.11,4.93,5.52,NA,NA,NA,NA,NA,"A3",0.744565217391304,0.893115942028986
"276",1344,90,4,205,2.42,1.51,0.72,0.32,NA,NA,NA,NA,NA,4.97,2.42,3.93,4.65,4.97,NA,NA,NA,NA,NA,"A3",0.790744466800805,0.935613682092555
"277",1345,90,4,205,1.84,1.17,0.69,0.39,NA,NA,NA,NA,NA,4.09,1.84,3.01,3.7,4.09,NA,NA,NA,NA,NA,"A4",0.735941320293399,0.904645476772616
"278",1346,90,4,205,1.72,1.14,0.59,0.39,NA,NA,NA,NA,NA,3.84,1.72,2.86,3.45,3.84,NA,NA,NA,NA,NA,"A4",0.744791666666667,0.8984375
"279",1350,90,4,205,2.29,1.08,0.53,0.28,NA,NA,NA,NA,NA,4.18,2.29,3.37,3.9,4.18,NA,NA,NA,NA,NA,"A6",0.80622009569378,0.933014354066986
"280",1349,90,4,205,2.64,1.17,0.65,0.41,NA,NA,NA,NA,NA,4.87,2.64,3.81,4.46,4.87,NA,NA,NA,NA,NA,"A6",0.782340862422998,0.915811088295688
"281",1351,91,4,157,1.48,1.01,0.83,0.24,NA,NA,NA,NA,NA,3.56,1.48,2.49,3.32,3.56,NA,NA,NA,NA,NA,"A1",0.699438202247191,0.932584269662921
"282",1353,91,4,157,1.68,1.13,0.92,0.26,NA,NA,NA,NA,NA,3.99,1.68,2.81,3.73,3.99,NA,NA,NA,NA,NA,"A1",0.704260651629073,0.934837092731829
"283",1356,91,4,157,1.56,1.1,1.11,0.22,NA,NA,NA,NA,NA,3.99,1.56,2.66,3.77,3.99,NA,NA,NA,NA,NA,"A2",0.666666666666667,0.944862155388471
"284",1355,91,4,157,1.61,1.2,1.13,0.26,NA,NA,NA,NA,NA,4.2,1.61,2.81,3.94,4.2,NA,NA,NA,NA,NA,"A2",0.669047619047619,0.938095238095238
"285",1357,91,4,157,1.51,1.01,0.85,0.17,NA,NA,NA,NA,NA,3.54,1.51,2.52,3.37,3.54,NA,NA,NA,NA,NA,"A3",0.711864406779661,0.951977401129944
