"","fish","agei","lencap","agecap","A1","A2","A3","A4","A6"
"451",109,6,202,6,5.56,5.55,5.16,3.23,3.35
"452",110,1,202,6,1.54,1.43,1.51,1.1,1.4
"453",110,2,202,6,3.07,2.88,2.97,2.16,2.89
"454",110,3,202,6,3.93,3.7,3.84,2.77,3.54
"455",110,4,202,6,4.43,4.38,4.47,3.27,4.03
"456",110,5,202,6,4.82,4.81,4.79,3.6,4.35
"457",110,6,202,6,5.17,5.01,5.09,3.84,4.49
"458",111,1,178,4,2.18,2.22,2.19,2.01,2.25
"459",111,2,178,4,3.48,3.46,3.45,3.08,3.38
"460",111,3,178,4,4.16,4.21,4.18,3.48,3.95
"461",111,4,178,4,4.34,4.49,4.37,3.72,4.13
"462",112,1,212,7,1.61,1.61,1.72,1.15,1.64
"463",112,2,212,7,3.24,2.97,3.36,2.16,3.04
"464",112,3,212,7,4.1,3.7,4.04,2.74,3.81
"465",112,4,212,7,4.42,4.16,4.47,3.04,4.08
"466",112,5,212,7,4.65,4.36,4.64,3.19,4.2
"467",112,6,212,7,4.83,4.51,4.77,3.34,4.26
"468",112,7,212,7,5.06,4.72,5,3.47,4.33
"469",113,1,201,6,1.37,1.4,1.31,1.03,1.48
"470",113,2,201,6,2.51,2.84,2.64,2.04,2.52
"471",113,3,201,6,3.39,4.12,3.63,2.93,3.45
"472",113,4,201,6,4.06,4.76,4.39,3.55,3.94
"473",113,5,201,6,4.26,5.12,4.63,3.81,4.11
"474",113,6,201,6,4.47,5.38,4.83,4.03,4.23
"475",114,1,182,3,2.25,2.4,2.43,1.93,2.39
"476",114,2,182,3,3.67,4.06,4.04,3.19,3.87
"477",114,3,182,3,4.4,4.69,4.63,3.83,4.51
"478",115,1,179,4,1.93,1.64,1.8,1.51,1.86
"479",115,2,179,4,3.32,2.93,3.03,2.61,3.27
"480",115,3,179,4,4.12,3.71,3.74,3.26,3.9
"481",115,4,179,4,4.46,3.93,3.99,3.57,4.1
"482",116,1,168,3,2.02,1.98,2.42,1.55,1.88
"483",116,2,168,3,3.29,3.12,3.74,2.52,3.01
"484",116,3,168,3,3.78,3.66,4.28,2.96,3.43
"485",117,1,153,2,2.3,2.14,2.2,1.83,2.13
"486",117,2,153,2,3.94,3.52,3.69,3.21,3.59
"487",118,1,163,3,1.5,1.26,1.77,0.94,1.67
"488",118,2,163,3,3.22,2.77,3.93,2.34,3.58
"489",118,3,163,3,3.98,3.25,4.55,2.68,4.22
"490",119,1,198,4,1.85,1.98,1.9,1.55,1.86
"491",119,2,198,4,3.44,3.47,3.64,2.42,3
"492",119,3,198,4,4.11,4.25,4.31,3.09,3.67
"493",119,4,198,4,4.57,4.73,4.76,3.55,4.05
"494",120,1,183,3,2.54,2.5,2.74,1.79,2
"495",120,2,183,3,3.96,3.84,4.44,3.01,3.32
"496",120,3,183,3,4.62,4.26,5.13,3.58,3.72
"497",121,1,177,3,2.38,1.92,2.66,2.02,2.82
"498",121,2,177,3,3.7,3.06,4.12,3.23,4.5
"499",121,3,177,3,4.18,3.46,4.54,3.67,4.99
"500",122,1,199,6,1.88,1.58,1.67,1.26,1.98
"501",122,2,199,6,3.39,3.25,3.43,2.29,3.43
"502",122,3,199,6,4.55,4.29,4.11,3.37,4.35
"503",122,4,199,6,4.96,4.77,4.74,3.88,4.74
"504",122,5,199,6,5.13,5,4.94,4.09,5
"505",122,6,199,6,5.32,5.21,5.16,4.27,5.11
"506",123,1,174,3,1.9,1.94,2.08,1.48,1.42
"507",123,2,174,3,3.47,3.36,3.89,2.38,2.58
"508",123,3,174,3,4.08,3.81,4.53,2.79,2.83
"509",124,1,178,3,2.22,1.83,2.16,1.62,1.72
"510",124,2,178,3,3.41,2.74,3.38,2.67,2.86
"511",124,3,178,3,4.31,3.49,4.32,3.44,3.64
"512",125,1,213,6,2.12,2.04,2.17,1.46,1.66
"513",125,2,213,6,3.61,3.54,3.62,2.59,2.76
"514",125,3,213,6,4.46,4.45,4.63,3.13,3.34
"515",125,4,213,6,5.17,5.18,5.29,3.63,3.81
"516",125,5,213,6,5.57,5.68,5.48,3.89,4
"517",125,6,213,6,5.78,5.93,5.71,4.07,4.12
"518",126,1,155,2,2.38,2.24,2.45,2.31,2.49
"519",126,2,155,2,3.78,3.38,3.76,3.67,3.77
"520",127,1,216,6,1.77,1.92,1.42,1.27,1.19
"521",127,2,216,6,3.68,3.81,3.38,2.62,2.94
"522",127,3,216,6,4.5,4.52,4.08,3.2,3.36
"523",127,4,216,6,4.76,4.73,4.24,3.39,3.52
"524",127,5,216,6,4.96,4.97,4.41,3.55,3.64
"525",127,6,216,6,5.23,5.23,4.65,3.73,3.83
"526",128,1,178,3,2.12,2.04,2.36,1.91,1.5
"527",128,2,178,3,3.36,3.19,3.61,2.99,2.24
"528",128,3,178,3,4.14,4.02,4.36,3.74,2.65
"529",129,1,185,3,2.64,2.45,2.41,2.24,2.52
"530",129,2,185,3,4.16,3.91,3.89,3.53,4
"531",129,3,185,3,4.83,4.59,4.46,4.1,4.52
"532",130,1,182,3,2.23,2.37,2.19,1.78,2.21
"533",130,2,182,3,3.64,3.86,3.93,2.94,3.39
"534",130,3,182,3,4.49,4.72,4.49,3.64,3.97
"535",131,1,217,6,2.11,2.21,2.13,1.7,1.93
"536",131,2,217,6,4,3.9,4.53,3.33,3.42
"537",131,3,217,6,4.87,4.77,5.28,4.11,3.74
"538",131,4,217,6,5.39,5.32,5.72,4.61,4.15
"539",131,5,217,6,5.56,5.64,5.92,4.92,4.31
"540",131,6,217,6,5.69,5.78,6.02,5.07,4.41
"541",132,1,181,3,2.07,2.77,2.4,1.47,2.22
"542",132,2,181,3,3.3,3.8,3.93,2.41,3.9
"543",132,3,181,3,4.21,4.75,4.82,3.07,4.51
"544",133,1,178,4,1.46,1.16,1.42,1.16,1.19
"545",133,2,178,4,3.5,2.83,3.39,2.69,2.66
"546",133,3,178,4,4.48,3.56,4.29,3.59,3.26
"547",133,4,178,4,4.93,3.89,4.76,4,3.53
"548",134,1,217,9,1.7,1.58,1.71,1.68,1.66
"549",134,2,217,9,3.24,2.91,3.33,3.09,2.97
"550",134,3,217,9,4.17,3.74,4.2,3.97,3.71
"551",134,4,217,9,4.69,4.15,4.69,4.41,4.08
"552",134,5,217,9,4.85,4.39,4.94,4.68,4.2
"553",134,6,217,9,5.02,4.57,5.07,4.86,4.3
"554",134,7,217,9,5.18,4.66,5.24,4.95,4.45
"555",134,8,217,9,5.27,4.77,5.35,5.06,4.53
"556",134,9,217,9,5.37,4.82,5.47,5.17,4.6
"557",135,1,207,6,1.81,1.79,1.71,1.5,1.75
"558",135,2,207,6,3.16,3.14,2.97,2.59,3
"559",135,3,207,6,4.17,4.07,3.71,3.35,3.81
"560",135,4,207,6,4.57,4.61,4.36,3.76,4.17
"561",135,5,207,6,4.93,5.08,4.73,4.12,4.4
"562",135,6,207,6,5.08,5.21,4.85,4.26,4.5
"563",136,1,189,5,1.894,1.675,1.763,1.668,1.89
"564",136,2,189,5,3.296,2.859,3.138,2.851,3.32
"565",136,3,189,5,4.044,3.413,3.915,3.527,4.3
"566",136,4,189,5,4.46,3.669,4.25,3.934,4.57
"567",136,5,189,5,4.743,3.851,4.531,4.131,4.73
"568",137,1,172,3,1.77,1.73,1.76,1.26,2.12
"569",137,2,172,3,3.19,3.23,3.06,2.37,3.54
"570",137,3,172,3,3.94,3.99,3.89,2.83,4.32
"571",138,1,188,5,1.719,1.588,1.681,1.42,0.934
"572",138,2,188,5,3.259,2.96,3.148,2.59,1.821
"573",138,3,188,5,4.093,3.808,3.924,3.21,2.25
"574",138,4,188,5,4.567,4.243,4.313,3.43,2.469
"575",138,5,188,5,4.806,4.443,4.479,3.58,2.565
"576",139,1,201,7,1.85,1.55,1.98,1.11,1.64
"577",139,2,201,7,2.77,2.24,2.9,1.82,2.37
"578",139,3,201,7,3.13,2.57,3.35,2.09,2.73
"579",139,4,201,7,4,3.2,4.17,2.62,3.46
"580",139,5,201,7,4.24,3.4,4.58,2.89,3.63
"581",139,6,201,7,4.57,3.68,4.78,3.16,3.91
"582",139,7,201,7,4.74,3.84,4.94,3.27,4
"583",140,1,201,5,1.913,1.994,1.846,1.387,1.13
"584",140,2,201,5,3.488,3.573,3.388,2.56,2.48
"585",140,3,201,5,4.289,4.347,3.986,3.196,3.12
"586",140,4,201,5,4.844,5.147,4.535,3.423,3.49
"587",140,5,201,5,5.117,5.359,4.766,3.819,3.68
"588",141,1,178,3,1.91,1.98,2.08,1.29,1.63
"589",141,2,178,3,3.42,3.65,3.77,2.23,2.96
"590",141,3,178,3,4.18,4.43,4.34,2.82,3.54
"591",142,1,191,5,1.873,1.652,1.671,1.429,1.963
"592",142,2,191,5,3.338,2.928,3.077,2.651,3.292
"593",142,3,191,5,4.193,3.722,3.888,3.35,4.246
"594",142,4,191,5,4.682,4.151,4.395,3.748,4.482
"595",142,5,191,5,4.965,4.352,4.659,4.024,4.697
"596",143,1,192,5,2.643,2.173,NA,NA,NA
"597",143,2,192,5,3.942,3.199,NA,NA,NA
"598",143,3,192,5,4.346,3.45,NA,NA,NA
"599",143,4,192,5,4.571,3.589,NA,NA,NA
"600",143,5,192,5,4.748,3.691,NA,NA,NA
"601",144,1,192,4,1.59,1.76,1.92,1.14,1.79
"602",144,2,192,4,3.35,3.47,3.81,2.37,3.55
"603",144,3,192,4,4.17,4.24,4.63,2.99,4.27
"604",144,4,192,4,4.64,4.73,5.18,3.31,4.7
"605",145,1,188,4,1.89,1.98,2.5,1.53,2
"606",145,2,188,4,3.41,3.47,3.96,2.85,3.08
"607",145,3,188,4,4.2,4.16,4.69,3.47,3.75
"608",145,4,188,4,4.38,4.44,5.07,3.64,3.95
"609",146,1,165,3,2.41,2.17,2.21,1.53,2.35
"610",146,2,165,3,3.61,3.35,3.51,2.58,3.41
"611",146,3,165,3,4.34,4.11,4.17,3.11,3.99
"612",147,1,195,6,1.19,1.12,1.31,0.66,1.07
"613",147,2,195,6,2.31,2.21,2.24,1.13,2.11
"614",147,3,195,6,3.29,3.31,3.2,1.63,3.05
"615",147,4,195,6,3.9,4.04,3.76,1.96,3.59
"616",147,5,195,6,4.39,4.57,4.25,2.21,4.09
"617",147,6,195,6,4.66,4.85,4.51,2.3,4.28
"618",148,1,211,6,2.63,2.33,2.64,1.82,2.04
"619",148,2,211,6,3.77,3.57,4.17,2.99,3.12
"620",148,3,211,6,4.78,4.64,5.11,3.84,3.85
"621",148,4,211,6,5.35,5.3,5.84,4.29,4.25
"622",148,5,211,6,5.76,5.72,6.27,4.7,4.51
"623",148,6,211,6,6.07,6.05,6.64,4.98,4.76
"624",149,1,170,3,2.52,2.05,2.95,2.1,2.33
"625",149,2,170,3,3.86,3.03,4.22,3.32,3.27
"626",149,3,170,3,4.25,3.25,4.61,3.65,3.52
"627",150,1,165,3,1.83,1.74,1.93,1.56,1.53
"628",150,2,165,3,3.54,3.44,3.64,3.1,2.97
"629",150,3,165,3,4.27,4.19,4.44,3.64,3.4
"630",151,1,223,6,1.7,1.62,1.61,1.3,1.73
"631",151,2,223,6,3.84,3.37,3.61,2.76,3.66
"632",151,3,223,6,4.76,4.12,4.44,3.32,4.49
"633",151,4,223,6,5.36,4.83,5,3.81,5.06
"634",151,5,223,6,5.73,5.11,5.41,4.06,5.28
"635",151,6,223,6,5.94,5.37,5.58,4.21,5.47
"636",152,1,180,3,1.9,2,1.98,1.32,1.87
"637",152,2,180,3,3.27,3.56,3.31,2.26,3.11
"638",152,3,180,3,3.96,4.27,3.99,2.66,3.68
"639",153,1,163,2,2.29,2.17,2.71,1.66,2.67
"640",153,2,163,2,3.81,3.6,4.33,2.76,4.25
"641",154,1,191,4,2.04,2.08,2.05,1.51,1.72
"642",154,2,191,4,3.37,3.56,3.41,2.47,2.74
"643",154,3,191,4,4.47,4.46,4.53,3.25,3.48
"644",154,4,191,4,4.7,4.77,4.79,3.46,3.77
"645",155,1,185,6,1.28,1.19,1.34,1.28,1.09
"646",155,2,185,6,3.17,2.54,2.85,2.86,1.99
"647",155,3,185,6,3.83,3.18,3.54,3.66,2.72
"648",155,4,185,6,4.2,3.52,3.97,4.04,2.91
"649",155,5,185,6,4.38,3.73,4.18,4.3,3.01
"650",155,6,185,6,4.53,3.87,4.31,4.42,3.09
"651",156,1,178,3,1.9,1.81,2.09,1.24,1.62
"652",156,2,178,3,3.78,3.56,3.92,2.42,2.97
"653",156,3,178,3,4.61,4.23,4.77,3.03,3.5
"654",157,1,210,6,2.01,1.68,1.68,1.48,0.97
"655",157,2,210,6,3.74,3.12,3.38,2.83,1.9
"656",157,3,210,6,4.7,3.96,4.22,3.62,2.27
"657",157,4,210,6,5.04,4.3,4.85,3.9,2.51
"658",157,5,210,6,5.43,4.68,5.07,4.21,2.65
"659",157,6,210,6,5.77,4.99,5.22,4.52,2.79
"660",158,1,187,4,1.56,1.4,1.44,1.23,1.5
"661",158,2,187,4,2.92,2.62,2.7,2.29,2.78
"662",158,3,187,4,4.14,3.69,3.77,3.32,3.67
"663",158,4,187,4,4.68,4.17,4.1,3.58,3.95
"664",159,1,186,3,2.28,2.36,2.2,1.57,2
"665",159,2,186,3,3.59,3.66,3.47,2.56,3.05
"666",159,3,186,3,4.41,4.5,4.22,3.11,3.66
"667",160,1,194,3,2.51,1.8,2.52,1.69,2.49
"668",160,2,194,3,4.31,2.99,4.33,2.95,4.26
"669",160,3,194,3,5.12,3.48,5.14,3.47,5.01
"670",161,1,154,2,2.54,2.27,2.28,1.92,1.53
"671",161,2,154,2,3.83,3.62,3.44,2.88,2.27
"672",162,1,178,3,2.02,2.11,2.04,1.93,1.9
"673",162,2,178,3,3.27,3.45,3.46,3.05,3.03
"674",162,3,178,3,4.11,4.38,4.1,3.95,3.81
"675",163,1,176,3,2.35,2.59,2.51,2.02,1.78
"676",163,2,176,3,3.6,3.96,3.97,3.21,2.58
"677",163,3,176,3,4.28,4.69,4.47,3.74,2.96
"678",164,1,178,3,2.26,2.23,2.36,1.34,2.19
"679",164,2,178,3,3.6,3.61,3.7,2.1,3.68
"680",164,3,178,3,4.37,4.55,4.47,2.72,4.54
"681",165,1,186,4,1.75,2.05,2.18,1.45,1.26
"682",165,2,186,4,2.88,3.37,3.51,2.43,2.1
"683",165,3,186,4,3.46,4.21,4.37,2.99,2.53
"684",165,4,186,4,3.79,4.56,4.79,3.38,2.7
"685",166,1,185,5,1.615,1.718,1.593,1.343,1.217
"686",166,2,185,5,3.284,3.306,3.287,2.524,2.38
"687",166,3,185,5,4.185,3.93,4.116,3.324,2.64
"688",166,4,185,5,4.561,4.329,4.453,3.654,3.189
"689",166,5,185,5,4.742,4.55,4.754,3.858,3.306
"690",167,1,188,3,2.07,2.04,1.91,1.62,1.41
"691",167,2,188,3,3.97,3.97,3.75,3.14,2.7
"692",167,3,188,3,4.74,4.73,4.47,3.76,3.06
"693",168,1,171,3,2.1,2,2.13,1.55,2.17
"694",168,2,171,3,3.46,3.41,3.46,2.55,3.62
"695",168,3,171,3,4.23,4.31,4.18,3.19,4.31
"696",169,1,158,2,2.62,2.65,2.61,1.81,2.5
"697",169,2,158,2,3.85,3.84,3.8,2.73,3.47
"698",170,1,179,3,2.28,2.35,2.1,1.8,1.63
"699",170,2,179,3,3.48,3.42,3.46,2.77,2.64
"700",170,3,179,3,4.24,4.39,4.13,3.61,3.1
"701",171,1,204,6,1.63,1.66,1.8,1.41,1.41
"702",171,2,204,6,3.42,3.44,3.76,2.96,2.88
"703",171,3,204,6,4.28,4.36,4.7,3.77,3.51
"704",171,4,204,6,4.55,4.67,4.93,4.01,3.63
"705",171,5,204,6,4.9,5.15,5.42,4.44,3.83
"706",171,6,204,6,5.15,5.48,5.77,4.75,3.97
"707",172,1,206,6,2.08,1.98,1.86,1.53,1.58
"708",172,2,206,6,3.9,3.86,3.68,2.84,2.62
"709",172,3,206,6,4.72,4.53,4.27,3.39,3.1
"710",172,4,206,6,5.25,5.08,4.89,3.77,3.49
"711",172,5,206,6,5.61,5.52,5.44,4.16,3.77
"712",172,6,206,6,5.81,5.78,5.68,4.31,3.86
"713",173,1,196,4,2.18,2.24,2.15,1.68,1.58
"714",173,2,196,4,3.6,3.4,3.48,2.69,2.29
"715",173,3,196,4,4.18,4.17,4.22,3.38,2.56
"716",173,4,196,4,4.5,4.57,4.53,3.62,2.77
"717",174,1,182,3,2.35,2.67,2.54,1.91,2.87
"718",174,2,182,3,3.53,3.99,3.87,3.01,4.11
"719",174,3,182,3,4.33,4.86,4.56,3.8,4.98
"720",175,1,196,6,1.72,1.7,1.78,1.51,1.8
"721",175,2,196,6,3.61,3.57,3.64,3.11,3.42
"722",175,3,196,6,4.31,4.28,4.32,3.73,4.13
"723",175,4,196,6,4.58,4.61,4.61,4.07,4.43
"724",175,5,196,6,4.94,4.98,5.06,4.43,4.74
"725",175,6,196,6,5.04,5.1,5.23,4.53,4.84
"726",176,1,173,3,2,2.11,1.98,1.69,2.07
"727",176,2,173,3,3.41,3.35,3.39,2.95,3.41
"728",176,3,173,3,3.98,3.74,3.67,3.43,3.92
"729",177,1,195,5,1.951,1.968,2.058,1.332,1.907
"730",177,2,195,5,3.624,3.905,4.115,2.636,3.834
"731",177,3,195,5,4.766,4.952,5.076,3.324,4.636
"732",177,4,195,5,5.23,5.517,5.65,3.648,4.945
"733",177,5,195,5,5.413,5.75,5.777,3.794,5.243
"734",178,1,174,3,1.85,1.79,2.06,1.41,1.68
"735",178,2,174,3,3.22,3.09,3.63,2.44,2.89
"736",178,3,174,3,4.21,3.94,4.64,3.17,3.71
"737",179,1,195,4,2.18,2.23,2.48,1.9,2.34
"738",179,2,195,4,3.59,3.62,3.86,3.12,3.53
"739",179,3,195,4,4.27,4.34,4.59,3.7,4.08
"740",179,4,195,4,4.66,4.62,4.96,4.03,4.43
"741",180,1,166,3,1.68,1.59,1.83,1.45,1.47
"742",180,2,166,3,3.45,3.44,3.77,3.07,2.93
"743",180,3,166,3,3.91,3.84,4.19,3.44,3.21
"744",181,1,181,3,2.11,2.14,2.1,1.48,2.17
"745",181,2,181,3,3.29,3.21,3.14,2.19,3.4
"746",181,3,181,3,4.52,4.52,4.43,3.06,4.26
"747",182,1,204,6,1.64,1.67,1.81,1.16,1.86
"748",182,2,204,6,3.12,3.1,3.52,2.26,3.29
"749",182,3,204,6,4.17,4.12,4.53,3.06,4.33
"750",182,4,204,6,4.73,4.71,5.18,3.52,4.67
"751",182,5,204,6,5.2,5.17,5.77,3.88,5.03
"752",182,6,204,6,5.45,5.37,5.9,4.04,5.17
"753",183,1,185,4,1.88,1.8,2,1.12,1.71
"754",183,2,185,4,3.25,3.18,3.07,1.74,2.84
"755",183,3,185,4,4.31,4.2,4.25,2.4,3.59
"756",183,4,185,4,4.89,4.85,4.83,2.75,4.05
"757",184,1,181,4,2.33,2.02,2.43,1.57,2.49
"758",184,2,181,4,3.66,3.1,3.84,2.57,3.63
"759",184,3,181,4,4.19,3.6,4.42,2.97,3.99
"760",184,4,181,4,4.56,3.91,4.68,3.21,4.33
"761",185,1,190,4,1.51,1.32,1.53,1.27,1.66
"762",185,2,190,4,3.28,2.73,3.39,2.54,3.68
"763",185,3,190,4,4.25,3.65,4.56,3.39,4.69
"764",185,4,190,4,4.81,4.11,5.15,3.84,5.21
"765",186,1,205,6,1.57,1.85,1.66,1.13,0.85
"766",186,2,205,6,3.05,3.27,3.12,2.23,1.56
"767",186,3,205,6,4,4.61,4.06,2.97,1.93
"768",186,4,205,6,4.44,5.04,4.53,3.23,2.05
"769",186,5,205,6,4.69,5.45,4.83,3.5,2.15
"770",186,6,205,6,4.91,5.79,5.11,3.76,2.23
"771",187,1,201,6,1.87,1.76,1.79,1.5,1.37
"772",187,2,201,6,3.4,3.28,3.32,2.89,2.87
"773",187,3,201,6,4.22,4.05,4.4,3.56,3.38
"774",187,4,201,6,4.83,4.59,4.93,4.1,3.77
"775",187,5,201,6,5.26,4.95,5.28,4.53,3.96
"776",187,6,201,6,5.42,5.15,5.44,4.69,4.06
"777",188,1,211,6,1.6,1.79,1.71,1.46,1.28
"778",188,2,211,6,3.11,2.84,2.83,2.58,2.23
"779",188,3,211,6,4.1,3.78,3.78,3.49,2.92
"780",188,4,211,6,4.72,4.34,4.38,4.01,3.25
"781",188,5,211,6,5.11,4.73,4.71,4.46,3.48
"782",188,6,211,6,5.35,5,4.94,4.62,3.59
"783",189,1,196,4,1.56,1.66,1.81,1.18,1.58
"784",189,2,196,4,3.29,3.57,3.8,2.55,3.21
"785",189,3,196,4,4.01,4.34,4.82,2.96,3.9
"786",189,4,196,4,4.37,4.85,5.18,3.34,4.35
"787",190,1,213,6,1.93,2.39,2.02,1.84,1.58
"788",190,2,213,6,3.7,4.08,3.75,3.34,2.78
"789",190,3,213,6,4.62,5,4.49,4.19,3.24
"790",190,4,213,6,5.03,5.49,4.99,4.56,3.45
"791",190,5,213,6,5.33,5.78,5.31,4.74,3.55
"792",190,6,213,6,5.49,6.03,5.53,4.9,3.64
"793",191,1,192,6,1.59,1.41,NA,1.11,1.44
"794",191,2,192,6,3.06,2.87,NA,2.38,2.47
"795",191,3,192,6,3.98,3.67,NA,2.94,3.08
"796",191,4,192,6,4.19,3.96,NA,3.18,3.23
"797",191,5,192,6,4.67,4.5,NA,3.51,3.54
"798",191,6,192,6,4.81,4.63,NA,3.69,3.62
"799",192,1,199,6,1.72,1.85,1.9,1.37,1.83
"800",192,2,199,6,3.12,3.46,3.97,2.49,3.43
"801",192,3,199,6,4.05,4.47,4.53,3.26,4.27
"802",192,4,199,6,4.58,4.9,5.1,3.67,4.67
"803",192,5,199,6,4.73,5.17,5.3,3.79,5.01
"804",192,6,199,6,4.99,5.47,5.46,3.96,5.19
"805",193,1,180,3,1.92,2.08,2.21,1.84,1.93
"806",193,2,180,3,3.03,3.47,3.66,3.08,2.97
"807",193,3,180,3,3.69,4.21,4.31,3.7,3.57
"808",194,1,186,4,2.69,2.3,2.2,1.81,2.24
"809",194,2,186,4,4.1,3.7,3.41,3.07,3.4
"810",194,3,186,4,4.6,4.4,3.93,3.49,3.99
"811",194,4,186,4,4.81,4.61,4.18,3.66,4.15
"812",195,1,206,6,2.05,2.1,1.9,1.74,1.77
"813",195,2,206,6,3.53,3.58,3.31,2.98,2.99
"814",195,3,206,6,4.57,4.61,4.66,3.72,3.9
"815",195,4,206,6,5.19,5.2,4.91,4.38,4.37
"816",195,5,206,6,5.38,5.54,5.21,4.66,4.64
"817",195,6,206,6,5.48,5.7,5.35,4.74,4.9
"818",196,1,177,3,2.47,2.27,2.46,1.58,2.43
"819",196,2,177,3,4.07,3.78,4.06,2.62,4.11
"820",196,3,177,3,5.04,4.43,4.91,3.34,4.79
"821",197,1,157,3,1.71,1.81,1.86,1.49,2.01
"822",197,2,157,3,2.62,2.85,2.89,2.23,3.18
"823",197,3,157,3,3.45,3.67,3.67,2.89,3.98
"824",198,1,193,5,1.829,1.702,1.783,1.134,0.912
"825",198,2,193,5,3.572,3.423,3.557,2.559,1.905
"826",198,3,193,5,4.53,4.377,4.655,3.219,2.166
"827",198,4,193,5,5.042,4.867,5.147,3.578,2.393
"828",198,5,193,5,5.322,5.127,5.362,3.756,2.562
"829",199,1,178,4,1.42,1.69,1.62,1.78,1.41
"830",199,2,178,4,2.51,2.97,3.03,3.35,2.41
"831",199,3,178,4,3.27,3.94,3.88,4.13,2.98
"832",199,4,178,4,3.63,4.36,4.28,4.49,3.2
"833",200,1,191,5,1.722,1.863,1.729,1.266,1.606
"834",200,2,191,5,3.241,3.393,3.138,2.634,2.853
"835",200,3,191,5,3.94,4.264,3.994,3.15,3.37
"836",200,4,191,5,4.322,4.64,4.316,3.413,3.74
"837",200,5,191,5,4.507,4.878,4.546,3.636,3.901
"838",201,1,194,6,1.72,1.49,1.66,1.23,0.7
"839",201,2,194,6,3.52,2.95,3.4,2.58,1.76
"840",201,3,194,6,4.47,3.82,4.24,3.31,2.14
"841",201,4,194,6,4.69,4.09,4.53,3.47,2.22
"842",201,5,194,6,4.92,4.32,4.83,3.6,2.26
"843",201,6,194,6,5.13,4.57,5.03,3.88,2.32
"844",202,1,208,6,1.88,1.82,1.9,1.03,1.69
"845",202,2,208,6,3.54,3.66,3.32,2.1,3.14
"846",202,3,208,6,4.64,4.65,4.37,2.78,3.99
"847",202,4,208,6,5.2,5.22,4.95,3.15,4.58
"848",202,5,208,6,5.63,5.8,5.51,3.42,4.93
"849",202,6,208,6,5.88,6.05,5.75,3.54,5.11
"850",203,1,187,3,2.42,1.9,2.27,1.57,1.64
"851",203,2,187,3,4.21,3.14,3.92,2.59,2.62
"852",203,3,187,3,4.89,3.62,4.52,3.06,3.03
"853",204,1,189,3,2.37,2.59,2.55,1.84,1.81
"854",204,2,189,3,3.81,4.21,4.05,3.02,2.81
"855",204,3,189,3,4.34,4.9,4.6,3.53,3.16
"856",205,1,191,4,1.89,1.91,2.04,1.42,1.06
"857",205,2,191,4,3.31,3.06,3.35,2.27,1.47
"858",205,3,191,4,4.04,3.82,4.15,2.9,1.72
"859",205,4,191,4,4.4,4.19,4.56,3.16,1.79
"860",206,1,166,2,2.88,2.42,2.61,2.25,2.22
"861",206,2,166,2,4.31,3.85,3.97,3.5,3.35
"862",207,1,165,3,1.77,1.81,2,1.41,2.21
"863",207,2,165,3,3.31,3.28,3.45,2.36,3.74
"864",207,3,165,3,4.1,4.18,4.05,3.06,4.38
"865",208,1,206,6,1.78,1.93,1.94,1.66,2.2
"866",208,2,206,6,3.5,3.48,3.6,3.15,3.87
"867",208,3,206,6,4.52,4.38,4.64,4.05,4.89
"868",208,4,206,6,4.82,4.68,5.12,4.35,5.32
"869",208,5,206,6,5.13,4.96,5.35,4.61,5.59
"870",208,6,206,6,5.33,5.15,5.55,4.86,5.88
"871",209,1,185,5,1.39,1.565,1.43,1.118,0.97
"872",209,2,185,5,2.523,2.585,2.538,2.053,1.81
"873",209,3,185,5,3.451,3.371,3.135,2.657,2.29
"874",209,4,185,5,4.209,4.032,3.927,3.234,2.93
"875",209,5,185,5,4.712,4.43,4.475,3.586,3.15
"876",210,1,192,4,2.25,2.37,2.58,1.6,2.58
"877",210,2,192,4,3.67,3.86,4.08,2.51,3.94
"878",210,3,192,4,4.48,4.77,5.07,3.12,4.9
"879",210,4,192,4,4.78,5.09,5.36,3.3,5.06
"880",211,1,180,3,1.84,1.69,1.69,1.52,1.39
"881",211,2,180,3,3.4,3.24,3.31,2.74,2.66
"882",211,3,180,3,4.15,3.98,3.99,3.37,3.17
"883",212,1,169,4,1.97,1.84,2.2,1.64,2.16
"884",212,2,169,4,2.93,2.7,3.24,2.47,3.13
"885",212,3,169,4,3.91,3.5,4.29,3.19,3.83
"886",212,4,169,4,4.29,3.75,4.54,3.48,4.15
"887",213,1,173,3,1.58,1.44,1.52,0.95,1.67
"888",213,2,173,3,2.95,2.81,2.8,1.84,2.84
"889",213,3,173,3,4.28,4.07,3.98,2.89,3.89
"890",214,1,200,6,2.05,1.87,1.94,1.62,0.7
"891",214,2,200,6,3.42,3.24,3.2,2.69,1.45
"892",214,3,200,6,3.9,3.86,3.65,3.05,1.9
"893",214,4,200,6,4.35,4.36,4.23,3.48,2.09
"894",214,5,200,6,4.67,4.72,4.61,3.76,2.33
"895",214,6,200,6,4.78,4.91,4.81,3.86,2.52
"896",215,1,197,4,1.82,1.66,1.86,1.39,1.22
"897",215,2,197,4,3.28,2.89,3.36,2.56,2.27
"898",215,3,197,4,4.37,3.89,4.33,3.43,2.95
"899",215,4,197,4,5.07,4.4,5.07,4.04,3.37
"900",216,1,188,3,2.87,3,2.98,2,2.45
"901",216,2,188,3,4.25,4.55,4.36,3.11,3.69
"902",216,3,188,3,4.99,5.22,5.09,3.64,4.22
