"","agei","zone","n","mn_radcap","sd_radcap","ss_radcap","cv_radcap","mn_SPH_age","sd_SPH_age","ss_SPH_age","cv_SPH_age","error_SPH_age","upper_SPH_age","lower_SPH_age"
"34",7,"A4",5,4.04,0.805481222624091,84.2032,0.199376540253488,205.91523233565,12.1058867357363,212591.624513858,0.0587906324288006,15.0314437260962,220.946676061747,190.883788609554
"35",7,"A6",5,4.678,0.718936714878298,111.4859,0.153684633364322,205.343384416922,11.7756081548191,211384.187408643,0.0573459339255375,14.6213487027935,219.964733119716,190.722035714129
"36",8,"A1",1,5.37,NA,28.8369,NA,214.36203746897,NA,45951.0831078482,NA,NA,NA,NA
"37",8,"A2",1,4.82,NA,23.2324,NA,216.398294937384,NA,46828.222051807,NA,NA,NA,NA
"38",8,"A3",1,5.47,NA,29.9209,NA,213.157998078699,NA,45436.3321449186,NA,NA,NA,NA
"39",8,"A4",1,5.17,NA,26.7289,NA,214.788080839126,NA,46133.9196705548,NA,NA,NA,NA
"40",8,"A6",1,4.6,NA,21.16,NA,213.680162668193,NA,45659.2119179053,NA,NA,NA,NA
"41",9,"A1",1,5.37,NA,28.8369,NA,217,NA,47089,NA,NA,NA,NA
"42",9,"A2",1,4.82,NA,23.2324,NA,217,NA,47089,NA,NA,NA,NA
"43",9,"A3",1,5.47,NA,29.9209,NA,217,NA,47089,NA,NA,NA,NA
"44",9,"A4",1,5.17,NA,26.7289,NA,217,NA,47089,NA,NA,NA,NA
"45",9,"A6",1,4.6,NA,21.16,NA,217,NA,47089,NA,NA,NA,NA
